  -3.4792627e-01   8.6257310e-01
  -1.4516129e-01   6.2865497e-01
  -3.4562212e-02   2.8947368e-01
  -1.4976959e-01   7.3099415e-02
  -3.5253456e-01  -1.6081871e-01
  -4.3087558e-01  -5.1754386e-01
  -1.9124424e-01  -8.0994152e-01
   1.6359447e-01  -9.2105263e-01
  -4.3778802e-02  -6.6374269e-01
  -1.7281106e-01  -4.1228070e-01
   8.9861751e-02  -1.6081871e-01
   2.1889401e-01   1.2573099e-01
   2.0046083e-01   5.2339181e-01
   4.8387097e-02   7.8070175e-01
   7.7649770e-01   7.8070175e-01
   6.8894009e-01   9.6491228e-02
   5.4608295e-01  -1.0818713e-01
   7.1658986e-01  -1.0818713e-01
   6.6129032e-01  -3.5380117e-01
   3.3870968e-01  -5.0000000e-01
   6.1981567e-01  -7.1637427e-01
   8.4562212e-01  -7.2807018e-01
   3.2027650e-01  -8.0409357e-01
   1.2672811e-01  -3.4210526e-01
   2.9262673e-01  -6.7251462e-02
   4.7235023e-01   3.5964912e-01
   8.6866359e-01   3.7719298e-01
   5.4147465e-01   7.1637427e-01
   3.8479263e-01   9.0350877e-01
   3.0645161e-01   7.3391813e-01
   5.3225806e-01   1.0818713e-01
  -5.0460829e-01   7.3391813e-01
  -3.4331797e-01   5.3508772e-01
  -6.9354839e-01   7.8947368e-02
  -3.5714286e-01   2.1929825e-01
  -4.9539171e-01   1.0233918e-01
  -5.9677419e-01  -1.5497076e-01
  -7.2119816e-01  -5.1169591e-01
  -4.2626728e-01  -8.3918129e-01
  -6.3364055e-01  -8.6842105e-01
  -8.4562212e-01  -7.6315789e-01
  -6.9815668e-01  -6.6374269e-01
  -8.9170507e-01  -2.7777778e-01
  -7.3502304e-01   5.8771930e-01
  -5.6451613e-01   4.8245614e-01
  -6.7050691e-01   3.1871345e-01
  -8.4562212e-01   2.7777778e-01
  -6.1059908e-01   8.3918129e-01
  -8.5023041e-01   7.8654971e-01
   6.5207373e-01   4.1812865e-01
   8.6405530e-01  -5.5555556e-02
  -2.1889401e-01   4.5321637e-01
  -1.7281106e-01   2.4853801e-01
  -6.6820276e-02   4.4152047e-01
  -1.9124424e-01   8.2748538e-01
  -2.5576037e-01   8.7719298e-03
  -1.9124424e-01  -1.4327485e-01
  -2.7880184e-01  -5.2923977e-01
   2.0737327e-02   8.4795322e-02
   7.1428571e-02   4.2982456e-01
   3.9170507e-02   5.8771930e-01
  -1.0829493e-01   9.5614035e-01
  -2.9262673e-01  -3.0116959e-01
  -4.1244240e-01  -3.4210526e-01
  -3.0645161e-01  -6.8713450e-01
  -6.9124424e-03  -4.6491228e-01
  -8.0645161e-02  -2.3684211e-01
   1.2672811e-01  -5.8187135e-01
  -6.6820276e-02  -9.2105263e-01
