,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.054906335,0.05615121,0.05558181,0.05658489,0.05647667,0.058166362,0.056283455,0.056356408,0.05750503,0.056722526,0.05661635,0.056554783,0.05659424,0.056638278,0.05588321,0.056744236,0.056169696,0.056729846
1,0.055505738,0.056493662,0.05684057,0.05647484,0.05652148,0.054469224,0.056679145,0.05530985,0.05721804,0.055139855,0.05700208,0.05695779,0.054808605,0.056627493,0.056383427,0.05668392,0.05717109,0.056499492
2,0.05452584,0.056335777,0.055863276,0.056370802,0.055331513,0.05518487,0.05751284,0.055925287,0.056644894,0.0571587,0.05621606,0.056509055,0.056740467,0.056779914,0.057040032,0.05538792,0.056950852,0.05507191
3,0.05669221,0.056958206,0.055738732,0.056511138,0.056423783,0.056985043,0.05601555,0.05638503,0.057229966,0.05502925,0.057133086,0.056530036,0.055909615,0.05662641,0.056726135,0.056524564,0.05523932,0.055193454
4,0.05617775,0.05751245,0.055817477,0.05591034,0.055945817,0.056157276,0.055875793,0.055531524,0.055660978,0.055406306,0.05442159,0.054768607,0.054966368,0.05458295,0.05647278,0.055441976,0.054936793,0.055734284
5,0.05614597,0.056362577,0.05587477,0.056150556,0.05544193,0.055064637,0.055564187,0.055902306,0.055941265,0.055749703,0.05550034,0.055689394,0.055613045,0.055285677,0.05507362,0.056412738,0.055914357,0.05571707
6,0.055877864,0.055255428,0.056362726,0.055484775,0.056138076,0.05647795,0.056495607,0.05580349,0.05585359,0.055803392,0.056441016,0.056393053,0.05574084,0.05697292,0.05506486,0.05573849,0.05476708,0.05663809
7,0.05555846,0.05544821,0.05406886,0.05513409,0.05397505,0.054455537,0.055633612,0.05586059,0.057284903,0.0566993,0.056675456,0.057304688,0.05687605,0.05743753,0.055229012,0.057407502,0.05546521,0.055463172
8,0.055378534,0.054884564,0.054292213,0.054099552,0.056514584,0.053854782,0.05468121,0.055260915,0.05522705,0.055680636,0.055535395,0.054835744,0.055185918,0.056403384,0.05636017,0.05564891,0.054507278,0.05592103
9,0.056506,0.05514887,0.055172328,0.055122398,0.055233713,0.05570821,0.055156674,0.055575617,0.05379548,0.05560111,0.054465864,0.05567604,0.055448584,0.056248263,0.055845067,0.05624481,0.05614577,0.05556026
10,0.056161497,0.056493543,0.05560755,0.05648808,0.05445446,0.055559304,0.05595677,0.056352362,0.055897888,0.056274723,0.05456149,0.05678785,0.056188278,0.056605615,0.056435764,0.057105843,0.05674257,0.05655813
11,0.05676573,0.055859312,0.057180792,0.05552188,0.05737383,0.056805834,0.057063773,0.058024496,0.056735735,0.056882545,0.056705873,0.056775868,0.056707755,0.05681342,0.056186896,0.05648219,0.056783583,0.05776028
12,0.05629054,0.058150895,0.05765179,0.05780286,0.05762591,0.057824105,0.0575536,0.057237178,0.05761743,0.056497484,0.056358032,0.054344818,0.056026217,0.055382002,0.053606886,0.055866163,0.055163845,0.05520687
13,0.05510338,0.054516494,0.05516381,0.056380928,0.05627469,0.05689104,0.056707118,0.056491133,0.056737725,0.056466985,0.056441072,0.05736756,0.056524593,0.055668443,0.056042947,0.053619415,0.056083065,0.055619884
14,0.055494428,0.055260617,0.05636016,0.05684059,0.056773145,0.05693308,0.056959946,0.056662235,0.05688905,0.057712954,0.057266258,0.056423835,0.055564564,0.055188093,0.055942714,0.055075936,0.054632198,0.055300206
15,0.054493524,0.055313513,0.056259185,0.05634461,0.05638236,0.056762792,0.056714304,0.056377806,0.057717726,0.054814853,0.05567097,0.054791693,0.056895528,0.055954948,0.05590489,0.055519763,0.055268425,0.055616785
16,0.05472422,0.056141518,0.05558544,0.055728342,0.056477018,0.056222882,0.056507096,0.05701135,0.05792349,0.058041744,0.057380393,0.058646552,0.057846893,0.056399554,0.05797035,0.05803574,0.057530455,0.05693545
17,0.055481657,0.055447333,0.055044036,0.054499295,0.054221448,0.055955894,0.053917494,0.053647745,0.056010723,0.054877277,0.05542664,0.056322232,0.056394245,0.054745216,0.055456657,0.055293176,0.055118997,0.055268828
18,0.055707246,0.055534814,0.05548983,0.055052444,0.053278,0.055005465,0.05441609,0.053894006,0.054494724,0.054619703,0.054792162,0.05500522,0.055219676,0.054533765,0.05527972,0.054412264,0.054514654,0.053928327
19,0.05510759,0.055835485,0.05585782,0.055164132,0.055277687,0.054455698,0.05365904,0.054654572,0.05443293,0.053312667,0.05421891,0.054343566,0.054244757,0.054998282,0.053691957,0.0545087,0.05480553,0.05343812
20,0.05481761,0.054209936,0.05562795,0.056951948,0.055612464,0.05589745,0.055227164,0.058003314,0.05649208,0.056963295,0.055902462,0.056781624,0.056186624,0.0573474,0.05550294,0.057137825,0.05657992,0.05698105
21,0.05651268,0.05656403,0.05652794,0.056712724,0.055026155,0.05578046,0.05564683,0.055158976,0.055249687,0.05449563,0.05453348,0.055574477,0.055797026,0.055418357,0.055532053,0.05569496,0.05634466,0.055456676
22,0.055430125,0.056326106,0.056215554,0.05598424,0.054419827,0.054183364,0.055288013,0.054005496,0.053945057,0.055224724,0.054509275,0.054702632,0.05419595,0.055042513,0.055485625,0.05641993,0.055422828,0.055235215
23,0.05471171,0.055814356,0.05463634,0.05703639,0.055628996,0.054904707,0.054919403,0.055978823,0.05473143,0.055130888,0.05381644,0.0549638,0.055539485,0.055772197,0.054474458,0.056950547,0.057290986,0.057570633
24,0.05602993,0.056161962,0.055884432,0.055479288,0.057189226,0.05684323,0.05450178,0.055195365,0.055628367,0.05642987,0.055442516,0.053666435,0.054466035,0.05412772,0.054188464,0.053323537,0.054916628,0.05496557
25,0.05578559,0.05526595,0.055597205,0.05462228,0.0554241,0.0560155,0.056100477,0.05505907,0.056591876,0.055902775,0.05627069,0.054946296,0.0556636,0.056253064,0.05552997,0.055956986,0.054847926,0.053910945
26,0.05401081,0.054012217,0.05387251,0.05429571,0.053845707,0.054265305,0.054352902,0.054268397,0.054398853,0.055226862,0.054556232,0.053661764,0.05525234,0.055042595,0.05484194,0.054063793,0.052975196,0.05294288
27,0.053389926,0.05270112,0.05259935,0.052912,0.05191855,0.052442066,0.052911334,0.05258876,0.05311104,0.05376684,0.053165462,0.05396749,0.054504488,0.054484542,0.054864645,0.053939633,0.054729667,0.05499288
28,0.05515574,0.05439553,0.0539006,0.055711407,0.054171164,0.055386223,0.05484494,0.056137983,0.055215582,0.05596478,0.05594653,0.05545866,0.055079993,0.05439106,0.053996954,0.05355083,0.054399364,0.053434927
29,0.054465596,0.054353993,0.05360528,0.05298165,0.053606503,0.054221146,0.055050567,0.054324023,0.05527446,0.055596195,0.055797685,0.05584768,0.057518467,0.055910587,0.05594841,0.05603485,0.056167427,0.05554005
30,0.054487567,0.054056294,0.05427618,0.05372205,0.05371173,0.053251572,0.05459451,0.053300984,0.055258423,0.0537386,0.054468136,0.055039223,0.05437632,0.055116147,0.054531086,0.056427803,0.056392964,0.055111587
31,0.05567224,0.054443825,0.05480922,0.054762322,0.05506947,0.05536252,0.054506212,0.05513819,0.055038966,0.05524611,0.055245504,0.055381794,0.05596197,0.0552107,0.054730706,0.05439705,0.05477495,0.055527505
32,0.055952385,0.054968912,0.0570187,0.057396546,0.05700994,0.057736296,0.05719875,0.057257324,0.056836426,0.055742826,0.05502996,0.054351907,0.055516575,0.055219408,0.05556865,0.05559375,0.056166556,0.05425779
33,0.055298187,0.05641126,0.056044526,0.05564395,0.055892833,0.05661569,0.056942534,0.05593116,0.056017898,0.05737198,0.05605375,0.05576239,0.056665756,0.05572453,0.054704998,0.055183385,0.056966208,0.055987906
34,0.05576457,0.054992016,0.055211645,0.056252986,0.05589442,0.0559346,0.055549428,0.05583747,0.05521432,0.05565968,0.055351853,0.056538202,0.055945624,0.056678224,0.056360256,0.056974728,0.05695483,0.05680113
35,0.056973282,0.056642983,0.057126828,0.056913152,0.056967538,0.057913795,0.05593075,0.05628767,0.0572639,0.056724943,0.055864166,0.056390192,0.055589996,0.05451226,0.054695427,0.05592211,0.056494016,0.056504887
36,0.057078302,0.05573294,0.05592233,0.05621733,0.057709757,0.05784064,0.056516085,0.057951532,0.05699958,0.056537095,0.055652518,0.05574392,0.055792175,0.05658001,0.055188075,0.05508064,0.05696469,0.05554078
37,0.05757487,0.05729013,0.057092436,0.05733573,0.056320876,0.05646432,0.05575705,0.05614393,0.05660992,0.05557047,0.05441049,0.054666903,0.053434268,0.05485775,0.054663856,0.054304678,0.055027056,0.05482078
38,0.05605704,0.055119157,0.055394873,0.055676673,0.05776992,0.05560348,0.05622543,0.05631183,0.0559648,0.05516365,0.05549193,0.055044234,0.05561866,0.055588737,0.055442225,0.05500594,0.054556668,0.054068547
39,0.056476444,0.053510018,0.05416233,0.053992532,0.05495791,0.053823154,0.055421866,0.05519077,0.05532305,0.055758156,0.05595505,0.055559088,0.05696883,0.05701889,0.055249322,0.055420075,0.05533277,0.05495015
40,0.055764463,0.055139102,0.054470286,0.055369258,0.053957637,0.05364211,0.055117972,0.053540774,0.053890754,0.055363644,0.054238062,0.05611668,0.055967957,0.055761967,0.056180324,0.056331605,0.056298796,0.055838767
41,0.055847593,0.05558199,0.05509882,0.05548451,0.05535001,0.055106435,0.056843664,0.055786062,0.05493041,0.05441334,0.054466765,0.05554431,0.054980125,0.055327058,0.055055346,0.05605622,0.056702405,0.055321332
42,0.05762832,0.05618902,0.055733457,0.056425653,0.056263622,0.05571657,0.05552938,0.05546275,0.055081267,0.05544803,0.055829573,0.055366017,0.054975376,0.056578834,0.054672413,0.054469205,0.054672312,0.055280894
43,0.055546578,0.054218415,0.054431796,0.054235205,0.054675497,0.055681046,0.054306865,0.055351492,0.05539981,0.056198146,0.055775505,0.055967953,0.056154568,0.055803813,0.057453845,0.055986036,0.055904698,0.054826096
44,0.056743294,0.054651156,0.054949854,0.055791713,0.054869317,0.054756586,0.05456434,0.05385014,0.054292407,0.05455856,0.053371083,0.053901542,0.054207034,0.056454692,0.055329863,0.05513916,0.055020474,0.055243094
45,0.056142814,0.055615067,0.055073015,0.05544566,0.05538664,0.05638931,0.055829722,0.05548995,0.055842303,0.05581967,0.05532085,0.05493642,0.05488256,0.054595757,0.05434308,0.054246332,0.05420953,0.05505305
46,0.05602284,0.055555157,0.05468595,0.054726396,0.054699514,0.055513296,0.056967635,0.055381995,0.056102164,0.05505253,0.05521007,0.056261532,0.05509698,0.05692235,0.055589188,0.055385984,0.055382166,0.054334506
47,0.055650614,0.054192256,0.05442964,0.054022167,0.05352007,0.054831643,0.05457403,0.054820314,0.054450747,0.054847363,0.05517962,0.054628555,0.055196155,0.055849794,0.055787556,0.056098953,0.0545153,0.05468983
48,0.054889455,0.054721184,0.0543121,0.054889217,0.055203687,0.055257943,0.05384818,0.054919522,0.05516376,0.054876372,0.054707177,0.055512484,0.05454422,0.053284824,0.054318354,0.054764744,0.055127326,0.054744348
49,0.05639105,0.054178253,0.05479381,0.055003162,0.053881593,0.055504844,0.055765055,0.05347106,0.05260303,0.05423334,0.055469397,0.05461215,0.054876924,0.05473166,0.055355977,0.05454815,0.054936484,0.054503966
