CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.8,41.1,108.6,,76.0,19.1,1013.0,2014-05-01 00:00:00
0.9,52.0,83.0,188.0,94.0,19.0,1013.0,2014-05-01 01:00:00
0.9,38.0,90.0,182.0,100.0,26.0,1013.0,2014-05-01 02:00:00
0.9,31.0,89.0,171.0,107.0,26.0,1013.0,2014-05-01 03:00:00
0.9,30.0,80.0,179.0,118.0,26.0,1013.0,2014-05-01 04:00:00
1.0,36.0,64.0,182.0,129.0,24.0,1013.0,2014-05-01 05:00:00
1.0,44.0,52.0,194.0,132.0,23.0,1013.0,2014-05-01 06:00:00
1.1,44.0,50.0,196.0,138.0,25.0,1013.0,2014-05-01 07:00:00
1.2,55.0,43.0,195.0,148.0,29.0,1013.0,2014-05-01 08:00:00
1.2,60.0,48.0,208.0,165.0,34.0,1013.0,2014-05-01 09:00:00
1.2,50.0,78.0,245.0,168.0,38.0,1013.0,2014-05-01 10:00:00
1.1,38.0,107.0,217.0,151.0,38.0,1013.0,2014-05-01 11:00:00
1.1,24.0,137.0,212.0,143.0,40.0,1013.0,2014-05-01 12:00:00
1.2,23.0,146.0,204.0,156.0,42.0,1013.0,2014-05-01 13:00:00
1.2,21.0,162.0,172.0,145.0,41.0,1013.0,2014-05-01 14:00:00
1.2,21.0,170.0,204.0,137.0,42.0,1013.0,2014-05-01 15:00:00
1.3,22.0,173.0,207.0,148.0,44.0,1013.0,2014-05-01 16:00:00
1.2,23.0,173.0,230.0,143.0,40.0,1013.0,2014-05-01 17:00:00
0.8,27.0,94.0,132.0,89.0,19.0,1013.0,2014-05-01 18:00:00
0.7,32.0,56.0,192.0,59.0,9.0,1013.0,2014-05-01 19:00:00
0.5,18.0,68.0,352.0,60.0,8.0,1013.0,2014-05-01 20:00:00
0.5,17.0,69.0,166.0,45.0,5.0,1013.0,2014-05-01 21:00:00
0.4,14.0,70.0,139.0,30.0,4.0,1013.0,2014-05-01 22:00:00
0.5,20.0,56.0,52.0,28.0,6.0,1013.0,2014-05-01 23:00:00
0.4,18.0,58.0,,26.0,8.0,1013.0,2014-05-02 00:00:00
0.4,15.0,60.0,37.0,25.0,7.0,1013.0,2014-05-02 01:00:00
0.4,16.0,59.0,27.0,24.0,8.0,1013.0,2014-05-02 02:00:00
0.4,15.0,60.0,24.0,19.0,8.0,1013.0,2014-05-02 03:00:00
0.4,14.0,62.0,21.0,20.0,8.0,1013.0,2014-05-02 04:00:00
0.4,13.0,64.0,27.0,19.0,8.0,1013.0,2014-05-02 05:00:00
0.3,14.0,76.0,21.0,14.0,4.0,1013.0,2014-05-02 06:00:00
0.2,14.0,88.0,48.0,8.0,2.0,1013.0,2014-05-02 07:00:00
0.3,16.0,79.0,70.0,12.0,5.0,1013.0,2014-05-02 08:00:00
0.3,12.0,81.0,120.0,25.0,2.0,1013.0,2014-05-02 09:00:00
0.3,13.0,83.0,82.0,25.0,3.0,1013.0,2014-05-02 10:00:00
0.3,14.0,86.0,39.0,22.0,5.0,1013.0,2014-05-02 11:00:00
0.3,14.2,86.0,39.1,22.0,4.9,1013.0,2014-05-02 12:00:00
0.3,13.2,91.8,17.0,15.0,4.0,1013.0,2014-05-02 13:00:00
0.3,11.0,93.0,14.0,13.0,5.0,1013.0,2014-05-02 14:00:00
0.3,11.3,93.1,13.7,13.0,4.6,1013.0,2014-05-02 15:00:00
0.3,13.1,92.0,25.3,15.0,4.9,1013.0,2014-05-02 16:00:00
0.3,14.0,87.0,77.0,9.0,2.0,1013.0,2014-05-02 17:00:00
0.3,17.0,83.0,148.0,11.0,3.0,1013.0,2014-05-02 18:00:00
0.3,20.0,76.0,40.0,10.0,3.0,1013.0,2014-05-02 19:00:00
0.5,34.0,59.0,33.0,13.0,3.0,1013.0,2014-05-02 20:00:00
0.6,35.0,52.0,43.0,14.0,4.0,1013.0,2014-05-02 21:00:00
0.7,62.0,30.0,38.0,16.0,3.0,1013.0,2014-05-02 22:00:00
0.9,84.0,10.0,56.0,16.0,3.0,1013.0,2014-05-02 23:00:00
0.9,90.0,4.0,58.0,22.0,4.0,1013.0,2014-05-03 00:00:00
0.8,89.0,2.0,58.0,22.0,6.0,1013.0,2014-05-03 01:00:00
0.8,86.0,2.0,86.0,23.0,4.0,1013.0,2014-05-03 02:00:00
0.4,80.0,2.0,96.0,26.0,4.0,1013.0,2014-05-03 03:00:00
0.5,,4.0,91.0,24.0,4.0,1013.0,2014-05-03 04:00:00
0.6,68.0,4.0,84.0,20.0,6.0,1013.0,2014-05-03 05:00:00
0.6,67.0,5.0,100.0,21.0,7.0,1013.0,2014-05-03 06:00:00
1.0,73.0,5.0,,47.0,6.0,1013.0,2014-05-03 07:00:00
1.1,80.0,6.0,,69.0,8.0,1013.0,2014-05-03 08:00:00
0.8,61.0,22.0,99.0,59.0,13.0,1013.0,2014-05-03 09:00:00
0.7,44.0,44.0,121.0,56.0,20.0,1013.0,2014-05-03 10:00:00
0.6,34.0,65.0,102.0,58.0,21.0,1013.0,2014-05-03 11:00:00
0.6,25.0,84.0,90.0,58.0,23.0,1013.0,2014-05-03 12:00:00
0.6,25.1,83.6,89.8,57.0,23.2,1013.0,2014-05-03 13:00:00
0.5,19.0,96.5,131.2,50.0,16.5,1013.0,2014-05-03 14:00:00
0.4,20.0,88.0,62.0,21.0,9.0,1013.0,2014-05-03 15:00:00
0.4,20.4,88.4,62.4,20.0,8.8,1013.0,2014-05-03 16:00:00
0.3,10.0,90.0,186.0,21.0,5.0,1013.0,2014-05-03 17:00:00
0.2,9.0,83.0,471.0,34.0,2.0,1013.0,2014-05-03 18:00:00
0.2,9.0,80.0,601.0,62.0,2.0,1013.0,2014-05-03 19:00:00
0.2,9.0,77.0,376.0,46.0,2.0,1013.0,2014-05-03 20:00:00
0.2,10.0,73.0,176.0,22.0,4.0,1013.0,2014-05-03 21:00:00
0.2,9.0,76.0,139.0,28.0,2.0,1013.0,2014-05-03 22:00:00
0.2,10.0,75.0,140.0,25.0,2.0,1013.0,2014-05-03 23:00:00
0.3,11.0,71.0,92.0,32.0,2.0,1013.0,2014-05-04 00:00:00
0.3,12.0,66.0,82.0,26.0,4.0,1013.0,2014-05-04 01:00:00
0.3,11.0,69.0,35.0,32.0,2.0,1013.0,2014-05-04 02:00:00
0.3,12.0,67.0,33.0,24.0,2.0,1013.0,2014-05-04 03:00:00
0.3,10.0,68.0,27.0,23.0,2.0,1013.0,2014-05-04 04:00:00
0.3,10.0,69.0,35.0,33.0,4.0,1013.0,2014-05-04 05:00:00
0.3,11.0,66.0,37.0,30.0,3.0,1013.0,2014-05-04 06:00:00
0.3,15.0,64.0,48.0,25.0,2.0,1013.0,2014-05-04 07:00:00
0.3,15.0,66.0,47.0,30.0,2.0,1013.0,2014-05-04 08:00:00
0.3,12.0,70.0,40.0,23.0,4.0,1013.0,2014-05-04 09:00:00
0.3,12.0,70.0,40.5,23.0,3.8,1013.0,2014-05-04 10:00:00
,,,,,,,2014-05-04 11:00:00
0.2,7.0,73.0,61.0,18.0,2.0,1013.0,2014-05-04 12:00:00
0.2,2.0,,192.0,,2.0,1013.0,2014-05-04 13:00:00
0.2,5.0,83.0,225.0,,2.0,1013.0,2014-05-04 14:00:00
0.2,6.0,82.0,59.0,9.0,2.0,1013.0,2014-05-04 15:00:00
0.2,6.0,80.0,57.0,3.0,2.0,1013.0,2014-05-04 16:00:00
0.2,9.0,77.0,50.0,7.0,2.0,1013.0,2014-05-04 17:00:00
0.2,10.0,75.0,46.0,12.0,2.0,1013.0,2014-05-04 18:00:00
0.2,13.0,71.0,42.0,25.0,2.0,1013.0,2014-05-04 19:00:00
0.3,22.0,60.0,,18.0,2.0,1013.0,2014-05-04 20:00:00
0.5,36.0,41.0,49.0,22.0,2.0,1013.0,2014-05-04 21:00:00
0.8,50.0,25.0,84.0,32.0,3.0,1013.0,2014-05-04 22:00:00
0.6,43.0,27.0,31.0,20.0,2.0,1013.0,2014-05-04 23:00:00
0.8,60.0,11.0,72.0,24.0,2.0,1013.0,2014-05-05 00:00:00
