CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.9,70.8,86.1,108.4,77.0,7.6,1026.0,2014-05-01 00:00:00
0.9,70.3,91.4,145.4,70.0,6.7,1026.0,2014-05-01 01:00:00
0.8,69.3,86.7,,71.0,3.6,1026.0,2014-05-01 02:00:00
0.8,66.7,75.4,123.1,74.0,2.3,1026.0,2014-05-01 03:00:00
0.8,67.2,65.8,99.5,73.0,2.0,1026.0,2014-05-01 04:00:00
0.8,66.9,60.3,117.9,76.0,3.7,1026.0,2014-05-01 05:00:00
0.8,66.7,49.7,114.1,81.0,2.5,1026.0,2014-05-01 06:00:00
0.8,68.4,38.4,106.9,87.0,2.0,1026.0,2014-05-01 07:00:00
0.9,68.7,37.0,139.3,94.0,2.2,1026.0,2014-05-01 08:00:00
0.9,70.8,34.2,146.1,101.0,2.0,1026.0,2014-05-01 09:00:00
1.0,71.7,39.2,256.4,132.0,2.0,1026.0,2014-05-01 10:00:00
1.3,71.6,64.1,184.3,143.0,2.1,1026.0,2014-05-01 11:00:00
1.4,76.0,71.9,201.3,142.0,7.1,1026.0,2014-05-01 12:00:00
1.2,70.4,70.6,164.0,132.0,8.0,1026.0,2014-05-01 13:00:00
1.1,61.0,90.3,183.3,127.0,10.9,1026.0,2014-05-01 14:00:00
0.9,49.5,109.4,,110.0,8.1,1026.0,2014-05-01 15:00:00
1.0,52.3,123.9,222.2,114.0,9.4,1026.0,2014-05-01 16:00:00
1.0,54.1,143.6,155.1,100.0,2.8,1026.0,2014-05-01 17:00:00
1.1,54.5,164.0,141.8,99.0,14.6,1026.0,2014-05-01 18:00:00
1.0,47.8,150.3,295.1,101.0,15.4,1026.0,2014-05-01 19:00:00
0.7,34.7,96.7,190.7,76.0,9.2,1026.0,2014-05-01 20:00:00
0.8,45.1,69.4,128.1,66.0,5.0,1026.0,2014-05-01 21:00:00
0.8,46.8,59.3,133.0,60.0,2.8,1026.0,2014-05-01 22:00:00
0.7,39.3,64.2,63.7,50.0,4.2,1026.0,2014-05-01 23:00:00
0.6,31.6,60.0,86.6,44.0,7.6,1026.0,2014-05-02 00:00:00
0.5,31.3,54.2,128.1,42.0,4.7,1026.0,2014-05-02 01:00:00
0.5,28.2,55.6,70.3,30.0,4.9,1026.0,2014-05-02 02:00:00
0.4,26.2,57.3,,26.0,2.0,1026.0,2014-05-02 03:00:00
0.4,24.1,59.5,58.4,28.0,2.0,1026.0,2014-05-02 04:00:00
0.4,22.8,62.4,30.5,25.0,2.0,1026.0,2014-05-02 05:00:00
0.3,20.8,68.0,75.5,22.0,2.2,1026.0,2014-05-02 06:00:00
0.3,19.1,69.4,,20.0,2.0,1026.0,2014-05-02 07:00:00
0.3,18.4,73.3,16.7,16.0,2.0,1026.0,2014-05-02 08:00:00
0.3,21.6,73.7,151.3,18.0,2.0,1026.0,2014-05-02 09:00:00
0.3,26.7,65.9,52.7,18.0,2.4,1026.0,2014-05-02 10:00:00
0.3,20.4,73.4,75.7,24.0,2.0,1026.0,2014-05-02 11:00:00
0.3,19.5,73.8,46.3,22.0,2.0,1026.0,2014-05-02 12:00:00
0.3,18.8,77.5,29.3,18.0,2.0,1026.0,2014-05-02 13:00:00
0.3,21.7,72.9,21.8,15.0,2.0,1026.0,2014-05-02 14:00:00
0.3,25.5,69.0,,18.0,2.5,1026.0,2014-05-02 15:00:00
0.4,29.0,65.3,40.0,14.0,2.0,1026.0,2014-05-02 16:00:00
