CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.7,47.5,113.8,141.9,87.0,16.1,1010.0,2014-05-01 00:00:00
0.7,46.9,96.1,122.4,94.0,16.9,1010.0,2014-05-01 01:00:00
0.8,68.6,70.2,155.1,109.0,14.2,1010.0,2014-05-01 02:00:00
0.7,36.3,98.3,152.8,111.0,16.2,1010.0,2014-05-01 03:00:00
0.7,27.8,99.6,132.5,114.0,17.4,1010.0,2014-05-01 04:00:00
0.7,28.6,84.5,129.6,121.0,18.4,1010.0,2014-05-01 05:00:00
0.7,38.0,60.4,126.7,113.0,15.0,1010.0,2014-05-01 06:00:00
0.8,57.2,35.6,138.0,135.0,11.8,1010.0,2014-05-01 07:00:00
1.0,74.7,21.6,155.3,148.0,12.4,1010.0,2014-05-01 08:00:00
1.1,86.2,16.1,181.6,163.0,20.7,1010.0,2014-05-01 09:00:00
1.1,76.7,32.2,191.5,175.0,31.8,1010.0,2014-05-01 10:00:00
1.1,79.3,50.7,201.0,173.0,41.2,1010.0,2014-05-01 11:00:00
0.9,55.4,94.5,161.7,156.0,38.2,1010.0,2014-05-01 12:00:00
0.9,45.7,123.0,175.5,152.0,39.8,1010.0,2014-05-01 13:00:00
1.0,43.7,133.2,,164.0,38.8,1010.0,2014-05-01 14:00:00
0.9,47.0,145.9,,164.0,40.6,1010.0,2014-05-01 15:00:00
1.0,47.6,155.2,169.9,161.0,38.1,1010.0,2014-05-01 16:00:00
1.1,37.1,169.8,,172.0,39.2,1010.0,2014-05-01 17:00:00
0.9,34.7,170.1,155.4,153.0,35.0,1010.0,2014-05-01 18:00:00
0.7,33.8,107.0,,174.0,22.0,1010.0,2014-05-01 19:00:00
0.6,53.9,32.7,,101.0,9.3,1010.0,2014-05-01 20:00:00
0.5,36.7,45.6,,119.0,6.8,1010.0,2014-05-01 21:00:00
0.3,24.2,55.4,,99.0,3.9,1010.0,2014-05-01 22:00:00
0.3,25.3,54.2,,51.0,2.9,1010.0,2014-05-01 23:00:00
0.3,22.1,52.9,,44.0,3.7,1010.0,2014-05-02 00:00:00
0.3,18.2,56.4,,125.0,5.0,1010.0,2014-05-02 01:00:00
0.3,15.6,56.1,,56.0,5.7,1010.0,2014-05-02 02:00:00
0.3,13.0,50.3,,46.0,,1010.0,2014-05-02 03:00:00
,12.7,52.4,,36.0,5.7,1010.0,2014-05-02 04:00:00
0.3,12.8,,,27.0,5.7,1010.0,2014-05-02 05:00:00
0.3,,52.5,,27.0,5.0,1010.0,2014-05-02 06:00:00
0.3,12.0,77.3,,20.0,3.1,1010.0,2014-05-02 07:00:00
0.2,18.9,80.9,,9.0,2.0,1010.0,2014-05-02 08:00:00
0.2,17.0,76.7,,18.0,4.0,1010.0,2014-05-02 09:00:00
0.2,23.6,67.0,,31.0,2.8,1010.0,2014-05-02 10:00:00
0.3,21.5,73.8,,46.0,3.2,1010.0,2014-05-02 11:00:00
0.3,21.8,81.3,,28.0,4.2,1010.0,2014-05-02 12:00:00
0.2,22.6,84.3,,24.0,2.5,1010.0,2014-05-02 13:00:00
0.2,22.5,88.4,,25.0,2.8,1010.0,2014-05-02 14:00:00
0.2,22.3,88.1,,35.0,3.4,1010.0,2014-05-02 15:00:00
,,,,,,,2014-05-02 16:00:00
0.2,15.4,93.8,,18.0,2.0,1010.0,2014-05-02 17:00:00
0.2,15.0,92.9,,20.0,2.0,1010.0,2014-05-02 18:00:00
0.2,19.5,83.8,,23.0,2.0,1010.0,2014-05-02 19:00:00
0.2,15.3,85.4,,19.0,2.0,1010.0,2014-05-02 20:00:00
0.3,39.8,56.1,,19.0,2.0,1010.0,2014-05-02 21:00:00
0.8,98.2,2.0,,37.0,7.7,1010.0,2014-05-02 22:00:00
0.9,98.1,2.0,,44.0,6.3,1010.0,2014-05-02 23:00:00
1.3,104.2,2.0,,52.0,9.8,1010.0,2014-05-03 00:00:00
1.1,109.6,2.0,,68.0,9.4,1010.0,2014-05-03 01:00:00
1.4,100.1,2.0,,64.0,8.3,1010.0,2014-05-03 02:00:00
0.9,98.1,2.0,,61.0,7.0,1010.0,2014-05-03 03:00:00
0.5,87.1,2.0,,62.0,3.0,1010.0,2014-05-03 04:00:00
0.5,84.9,2.0,,58.0,4.1,1010.0,2014-05-03 05:00:00
0.4,76.4,2.2,,53.0,4.7,1010.0,2014-05-03 06:00:00
0.4,61.4,10.3,,55.0,8.1,1010.0,2014-05-03 07:00:00
0.6,73.0,5.7,,69.0,11.4,1010.0,2014-05-03 08:00:00
0.5,56.8,22.1,,73.0,19.5,1010.0,2014-05-03 09:00:00
0.6,63.6,27.7,,80.0,24.8,1010.0,2014-05-03 10:00:00
0.6,57.6,42.3,,76.0,24.6,1010.0,2014-05-03 11:00:00
0.6,64.1,52.0,,90.0,19.4,1010.0,2014-05-03 12:00:00
0.5,43.0,81.1,,89.0,24.2,1010.0,2014-05-03 13:00:00
0.4,31.6,98.9,,90.0,16.7,1010.0,2014-05-03 14:00:00
0.4,26.2,100.9,,95.0,14.8,1010.0,2014-05-03 15:00:00
0.4,34.6,87.9,,60.0,8.7,1010.0,2014-05-03 16:00:00
0.3,34.9,74.5,,50.0,9.0,1010.0,2014-05-03 17:00:00
0.2,15.7,93.1,,66.0,5.4,1010.0,2014-05-03 18:00:00
0.2,13.8,84.6,,105.0,2.5,1010.0,2014-05-03 19:00:00
0.2,14.2,77.5,,229.0,2.0,1010.0,2014-05-03 20:00:00
0.2,11.6,78.7,,132.0,2.0,1010.0,2014-05-03 21:00:00
0.2,10.5,78.8,,67.0,4.0,1010.0,2014-05-03 22:00:00
0.2,9.3,80.6,,57.0,4.5,1010.0,2014-05-03 23:00:00
0.2,10.6,80.5,,60.0,2.2,1010.0,2014-05-04 00:00:00
0.2,11.4,77.4,,50.0,2.4,1010.0,2014-05-04 01:00:00
0.3,10.9,76.1,,54.0,3.3,1010.0,2014-05-04 02:00:00
0.3,10.4,74.7,,41.0,2.8,1010.0,2014-05-04 03:00:00
0.2,9.3,76.8,,32.0,2.0,1010.0,2014-05-04 04:00:00
0.2,9.0,78.1,,36.0,2.0,1010.0,2014-05-04 05:00:00
0.3,11.5,74.3,,36.0,4.1,1010.0,2014-05-04 06:00:00
0.3,11.7,74.4,,36.0,2.3,1010.0,2014-05-04 07:00:00
0.3,17.0,69.8,,42.0,2.0,1010.0,2014-05-04 08:00:00
0.3,25.9,64.9,,40.0,2.0,1010.0,2014-05-04 09:00:00
0.4,30.7,62.9,,34.0,2.5,1010.0,2014-05-04 10:00:00
0.3,23.2,72.0,,29.0,3.0,1010.0,2014-05-04 11:00:00
0.2,23.2,76.9,,49.0,2.0,1010.0,2014-05-04 12:00:00
0.2,17.6,82.7,,39.0,2.0,1010.0,2014-05-04 13:00:00
0.2,11.4,87.2,,29.0,2.0,1010.0,2014-05-04 14:00:00
0.2,13.9,84.9,,19.0,2.0,1010.0,2014-05-04 15:00:00
0.4,18.8,80.3,,,2.0,1010.0,2014-05-04 16:00:00
0.2,16.8,65.8,,,2.0,1010.0,2014-05-04 17:00:00
0.2,17.4,69.7,,3.0,2.0,1010.0,2014-05-04 18:00:00
0.2,16.3,70.7,,3.0,2.0,1010.0,2014-05-04 19:00:00
0.2,20.5,66.9,,20.0,2.0,1010.0,2014-05-04 20:00:00
0.2,28.6,56.7,,21.0,2.0,1010.0,2014-05-04 21:00:00
0.5,73.3,11.7,,22.0,2.8,1010.0,2014-05-04 22:00:00
1.0,91.0,2.0,,48.0,14.8,1010.0,2014-05-04 23:00:00
1.3,89.2,2.0,,38.0,11.4,1010.0,2014-05-05 00:00:00
1.3,84.8,2.0,,37.0,8.5,1010.0,2014-05-05 01:00:00
1.1,88.3,2.0,,29.0,7.0,1010.0,2014-05-05 02:00:00
1.1,85.7,2.0,,39.0,,1010.0,2014-05-05 03:00:00
,75.4,2.0,,36.0,9.5,1010.0,2014-05-05 04:00:00
0.9,80.6,,,39.0,9.7,1010.0,2014-05-05 05:00:00
0.7,,2.0,,41.0,8.0,1010.0,2014-05-05 06:00:00
0.5,73.6,3.7,,22.0,6.8,1010.0,2014-05-05 07:00:00
0.6,72.5,8.4,,19.0,7.0,1010.0,2014-05-05 08:00:00
0.4,55.2,35.1,47.0,19.0,3.1,1010.0,2014-05-05 09:00:00
0.3,39.4,55.1,28.6,18.0,2.5,1010.0,2014-05-05 10:00:00
0.3,34.2,61.0,27.9,23.0,2.4,1010.0,2014-05-05 11:00:00
0.3,31.7,67.3,15.5,12.0,2.8,1010.0,2014-05-05 12:00:00
0.3,27.2,75.1,,21.0,3.2,1010.0,2014-05-05 13:00:00
0.3,31.7,80.5,12.2,8.0,4.9,1010.0,2014-05-05 14:00:00
0.3,30.3,81.6,25.7,10.0,5.4,1010.0,2014-05-05 15:00:00
0.3,32.8,79.3,,20.0,5.4,1010.0,2014-05-05 16:00:00
0.3,43.3,79.4,27.1,23.0,6.5,1010.0,2014-05-05 17:00:00
0.3,44.7,84.1,26.2,19.0,6.7,1010.0,2014-05-05 18:00:00
0.3,37.2,93.7,47.5,13.0,5.1,1010.0,2014-05-05 19:00:00
0.3,37.2,90.5,38.1,21.0,4.1,1010.0,2014-05-05 20:00:00
0.4,55.0,65.7,43.0,30.0,6.3,1010.0,2014-05-05 21:00:00
0.5,68.4,50.6,47.0,29.0,6.6,1010.0,2014-05-05 22:00:00
0.5,75.9,40.9,68.8,30.0,7.6,1010.0,2014-05-05 23:00:00
0.7,80.3,27.9,81.6,51.0,14.9,1010.0,2014-05-06 00:00:00
0.6,71.3,28.9,76.0,53.0,14.4,1010.0,2014-05-06 01:00:00
0.7,62.9,34.8,68.2,58.0,19.5,1010.0,2014-05-06 02:00:00
0.7,63.1,29.8,62.7,62.0,20.7,1010.0,2014-05-06 03:00:00
0.8,69.1,20.2,59.3,56.0,19.3,1010.0,2014-05-06 04:00:00
1.1,81.9,4.8,87.9,62.0,14.4,1010.0,2014-05-06 05:00:00
1.1,81.5,2.9,96.3,85.0,10.1,1010.0,2014-05-06 06:00:00
1.2,84.1,2.0,,69.0,13.0,1010.0,2014-05-06 07:00:00
1.4,87.4,2.0,104.1,74.0,20.2,1010.0,2014-05-06 08:00:00
1.2,84.3,7.2,101.3,91.0,30.1,1010.0,2014-05-06 09:00:00
1.1,84.0,14.9,89.4,79.0,40.5,1010.0,2014-05-06 10:00:00
1.1,86.9,24.2,77.2,63.0,40.7,1010.0,2014-05-06 11:00:00
,,,,,,,2014-05-06 12:00:00
,,,,,,,2014-05-06 13:00:00
,,,,,,,2014-05-06 14:00:00
,,,,,,,2014-05-06 15:00:00
,,,,,,,2014-05-06 16:00:00
,,,,,,,2014-05-06 17:00:00
,,,,,,,2014-05-06 18:00:00
,,,,,,,2014-05-06 19:00:00
,,,,,,,2014-05-06 20:00:00
,,,,,,,2014-05-06 21:00:00
,,,,,,,2014-05-06 22:00:00
,,,,,,,2014-05-06 23:00:00
,,,,,,,2014-05-07 00:00:00
,,,,,,,2014-05-07 01:00:00
,,,,,,,2014-05-07 02:00:00
,,,,,,,2014-05-07 03:00:00
,,,,,,,2014-05-07 04:00:00
