CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.8,53.1,93.3,134.5,101.0,8.0,1027.0,2014-05-01 00:00:00
0.9,53.0,68.0,142.0,100.0,,1027.0,2014-05-01 01:00:00
,51.0,55.0,128.0,103.0,,1027.0,2014-05-01 02:00:00
,66.0,,154.0,110.0,7.0,1027.0,2014-05-01 03:00:00
0.9,48.0,,135.0,105.0,4.0,1027.0,2014-05-01 04:00:00
0.8,,57.0,120.0,101.0,4.0,1027.0,2014-05-01 05:00:00
0.8,30.0,63.0,132.0,107.0,4.0,1027.0,2014-05-01 06:00:00
0.9,33.0,52.0,142.0,110.0,5.0,1027.0,2014-05-01 07:00:00
1.1,45.0,45.0,168.0,126.0,10.0,1027.0,2014-05-01 08:00:00
1.2,54.0,69.0,223.0,160.0,22.0,1027.0,2014-05-01 09:00:00
1.3,42.0,99.0,233.0,166.0,28.0,1027.0,2014-05-01 10:00:00
1.4,42.0,119.0,248.0,183.0,32.0,1027.0,2014-05-01 11:00:00
1.3,43.0,148.0,251.0,189.0,31.0,1027.0,2014-05-01 12:00:00
1.1,42.0,177.0,227.0,194.0,31.0,1027.0,2014-05-01 13:00:00
1.0,28.0,214.0,206.0,173.0,29.0,1027.0,2014-05-01 14:00:00
1.1,23.0,234.0,198.0,166.0,30.0,1027.0,2014-05-01 15:00:00
1.0,23.0,240.0,174.0,157.0,30.0,1027.0,2014-05-01 16:00:00
1.0,21.0,215.0,229.0,134.0,23.0,1027.0,2014-05-01 17:00:00
0.8,18.0,129.0,120.0,89.0,3.0,1027.0,2014-05-01 18:00:00
0.8,23.0,108.0,74.0,72.0,4.0,1027.0,2014-05-01 19:00:00
0.6,20.0,92.0,,64.0,8.0,1027.0,2014-05-01 20:00:00
0.4,10.0,90.0,80.0,73.0,4.0,1027.0,2014-05-01 21:00:00
0.4,8.0,88.0,142.0,53.0,2.0,1027.0,2014-05-01 22:00:00
0.4,9.0,83.0,81.0,43.0,2.0,1027.0,2014-05-01 23:00:00
0.4,11.0,75.0,48.0,45.0,2.0,1027.0,2014-05-02 00:00:00
0.3,6.0,81.0,,32.0,2.0,1027.0,2014-05-02 01:00:00
0.3,9.0,77.0,,29.0,2.0,1027.0,2014-05-02 02:00:00
0.3,6.0,82.0,,26.0,2.0,1027.0,2014-05-02 03:00:00
0.2,6.0,86.0,,20.0,2.0,1027.0,2014-05-02 04:00:00
0.2,5.0,89.0,14.0,14.0,2.0,1027.0,2014-05-02 05:00:00
0.2,6.0,96.0,19.0,12.0,2.0,1027.0,2014-05-02 06:00:00
0.2,10.0,97.0,25.0,18.0,2.0,1027.0,2014-05-02 07:00:00
0.3,10.0,94.0,15.0,13.0,2.0,1027.0,2014-05-02 08:00:00
0.3,11.0,89.0,32.0,23.0,2.0,1027.0,2014-05-02 09:00:00
0.3,8.0,95.0,,66.0,2.0,1027.0,2014-05-02 10:00:00
0.3,9.0,96.0,,140.0,2.0,1027.0,2014-05-02 11:00:00
0.3,9.3,96.0,,140.0,2.0,1027.0,2014-05-02 12:00:00
0.3,9.9,99.3,,19.0,2.0,1027.0,2014-05-02 13:00:00
0.2,10.0,105.0,9.0,8.0,2.0,1027.0,2014-05-02 14:00:00
0.2,10.3,104.7,,8.0,2.0,1027.0,2014-05-02 15:00:00
0.2,12.3,99.1,,11.0,2.0,1027.0,2014-05-02 16:00:00
0.2,11.0,99.0,110.0,30.0,2.0,1027.0,2014-05-02 17:00:00
0.2,18.0,89.0,43.0,18.0,2.0,1027.0,2014-05-02 18:00:00
0.3,22.0,84.0,54.0,16.0,2.0,1027.0,2014-05-02 19:00:00
0.2,12.0,84.0,41.0,12.0,2.0,1027.0,2014-05-02 20:00:00
0.3,18.0,72.0,29.0,14.0,2.0,1027.0,2014-05-02 21:00:00
0.2,10.0,68.0,24.0,11.0,2.0,1027.0,2014-05-02 22:00:00
0.3,15.0,58.0,9.0,6.0,2.0,1027.0,2014-05-02 23:00:00
0.2,13.0,52.0,16.0,14.0,2.0,1027.0,2014-05-03 00:00:00
0.2,13.0,49.0,11.0,8.0,2.0,1027.0,2014-05-03 01:00:00
0.2,11.0,56.0,16.0,12.0,2.0,1027.0,2014-05-03 02:00:00
0.2,12.0,48.0,,11.0,2.0,1027.0,2014-05-03 03:00:00
0.4,45.0,10.0,40.0,20.0,2.0,1027.0,2014-05-03 04:00:00
0.3,39.0,10.0,18.0,17.0,2.0,1027.0,2014-05-03 05:00:00
0.2,12.0,37.0,,14.0,2.0,1027.0,2014-05-03 06:00:00
0.2,14.0,38.0,16.0,15.0,2.0,1027.0,2014-05-03 07:00:00
0.4,25.0,34.0,29.0,20.0,3.0,1027.0,2014-05-03 08:00:00
0.5,44.0,38.0,73.0,45.0,12.0,1027.0,2014-05-03 09:00:00
0.6,52.0,38.0,101.0,56.0,15.0,1027.0,2014-05-03 10:00:00
0.6,58.0,49.0,99.0,60.0,16.0,1027.0,2014-05-03 11:00:00
0.6,54.0,75.0,103.0,72.0,19.0,1027.0,2014-05-03 12:00:00
0.6,54.0,75.4,102.8,72.0,19.3,1027.0,2014-05-03 13:00:00
0.5,31.9,114.3,68.4,67.0,18.8,1027.0,2014-05-03 14:00:00
0.3,22.0,107.0,57.0,28.0,6.0,1027.0,2014-05-03 15:00:00
0.3,21.8,106.8,56.8,28.0,6.0,1027.0,2014-05-03 16:00:00
0.1,11.0,109.0,85.0,45.0,2.0,1027.0,2014-05-03 17:00:00
0.1,9.0,99.0,417.0,44.0,2.0,1027.0,2014-05-03 18:00:00
0.1,8.0,95.0,427.0,58.0,2.0,1027.0,2014-05-03 19:00:00
0.1,9.0,89.0,166.0,28.0,2.0,1027.0,2014-05-03 20:00:00
0.1,7.0,88.0,132.0,18.0,2.0,1027.0,2014-05-03 21:00:00
0.1,7.0,90.0,143.0,27.0,2.0,1027.0,2014-05-03 22:00:00
0.2,6.0,86.0,124.0,25.0,2.0,1027.0,2014-05-03 23:00:00
0.2,6.0,86.0,49.0,18.0,2.0,1027.0,2014-05-04 00:00:00
0.2,5.0,86.0,,20.0,2.0,1027.0,2014-05-04 01:00:00
0.1,5.0,87.0,,19.0,2.0,1027.0,2014-05-04 02:00:00
0.2,6.0,88.0,27.0,24.0,2.0,1027.0,2014-05-04 03:00:00
0.2,5.0,90.0,33.0,27.0,2.0,1027.0,2014-05-04 04:00:00
0.3,,92.0,33.0,28.0,2.0,1027.0,2014-05-04 05:00:00
0.3,4.0,91.0,,35.0,2.0,1027.0,2014-05-04 06:00:00
0.3,6.0,89.0,38.0,32.0,2.0,1027.0,2014-05-04 07:00:00
0.2,10.0,86.0,38.0,22.0,2.0,1027.0,2014-05-04 08:00:00
0.3,11.0,87.0,25.0,24.0,2.0,1027.0,2014-05-04 09:00:00
0.3,7.0,95.0,31.0,25.0,2.0,1027.0,2014-05-04 10:00:00
0.3,5.0,95.0,70.0,30.0,2.0,1027.0,2014-05-04 11:00:00
0.3,5.0,99.0,99.0,23.0,2.0,1027.0,2014-05-04 12:00:00
0.2,3.0,101.0,105.0,20.0,2.0,1027.0,2014-05-04 13:00:00
0.2,4.0,98.0,124.0,23.0,2.0,1027.0,2014-05-04 14:00:00
0.2,3.0,96.0,112.0,19.0,2.0,1027.0,2014-05-04 15:00:00
0.2,2.9,96.0,111.5,19.0,2.0,1027.0,2014-05-04 16:00:00
0.2,9.0,86.0,64.0,19.0,2.0,1027.0,2014-05-04 17:00:00
0.2,8.0,87.0,30.0,15.0,2.0,1027.0,2014-05-04 18:00:00
0.2,12.0,84.0,33.0,14.0,2.0,1027.0,2014-05-04 19:00:00
0.2,12.0,79.0,36.0,15.0,2.0,1027.0,2014-05-04 20:00:00
0.3,32.0,53.0,48.0,18.0,2.0,1027.0,2014-05-04 21:00:00
0.2,12.0,74.0,39.0,13.0,2.0,1027.0,2014-05-04 22:00:00
0.3,15.0,61.0,,,2.0,1027.0,2014-05-04 23:00:00
0.4,18.0,48.0,,41.0,2.0,1027.0,2014-05-05 00:00:00
0.3,14.0,52.0,26.0,16.0,2.0,1027.0,2014-05-05 01:00:00
0.2,5.0,56.0,32.0,16.0,2.0,1027.0,2014-05-05 02:00:00
0.2,21.0,41.0,22.0,17.0,2.0,1027.0,2014-05-05 03:00:00
0.3,30.0,30.0,43.0,22.0,4.0,1027.0,2014-05-05 04:00:00
0.3,26.0,33.0,21.0,19.0,4.0,1027.0,2014-05-05 05:00:00
0.3,31.0,25.0,,27.0,3.0,1027.0,2014-05-05 06:00:00
0.4,39.0,22.0,34.0,27.0,4.0,1027.0,2014-05-05 07:00:00
0.3,38.0,39.0,46.0,34.0,6.0,1027.0,2014-05-05 08:00:00
0.3,18.0,69.0,23.0,22.0,4.0,1027.0,2014-05-05 09:00:00
0.3,9.0,85.0,17.0,17.0,3.0,1027.0,2014-05-05 10:00:00
0.3,7.0,92.0,14.0,14.0,2.0,1027.0,2014-05-05 11:00:00
0.3,4.0,99.0,,20.0,2.0,1027.0,2014-05-05 12:00:00
0.3,5.0,102.0,,,2.0,1027.0,2014-05-05 13:00:00
0.3,4.6,101.9,,86.0,2.0,1027.0,2014-05-05 14:00:00
0.2,3.0,106.0,,12.0,2.0,1027.0,2014-05-05 15:00:00
0.2,6.0,103.0,12.0,10.0,2.0,1027.0,2014-05-05 16:00:00
0.2,12.0,98.0,20.0,14.0,2.0,1027.0,2014-05-05 17:00:00
0.3,25.0,100.0,71.0,20.0,5.0,1027.0,2014-05-05 18:00:00
0.3,33.0,97.0,65.0,26.0,6.0,1027.0,2014-05-05 19:00:00
0.3,36.0,90.0,80.0,29.0,5.0,1027.0,2014-05-05 20:00:00
