CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.9,44.8,105.4,159.9,98.0,13.2,1004.0,2014-05-01 00:00:00
1.0,51.1,85.2,173.4,107.0,12.0,1004.0,2014-05-01 01:00:00
0.9,51.5,73.4,169.6,115.0,10.5,1004.0,2014-05-01 02:00:00
1.0,52.0,66.9,163.8,123.0,13.2,1004.0,2014-05-01 03:00:00
1.1,71.4,35.5,173.0,129.0,9.8,1004.0,2014-05-01 04:00:00
1.0,50.7,43.3,186.4,138.0,7.6,1004.0,2014-05-01 05:00:00
1.0,48.8,37.7,177.8,146.0,6.2,1004.0,2014-05-01 06:00:00
1.1,48.5,45.7,184.7,144.0,6.7,1004.0,2014-05-01 07:00:00
1.1,59.2,34.8,198.2,151.0,9.9,1004.0,2014-05-01 08:00:00
1.3,72.9,28.6,213.8,168.0,13.2,1004.0,2014-05-01 09:00:00
1.2,48.9,73.3,247.2,175.0,23.6,1004.0,2014-05-01 10:00:00
1.3,57.9,78.6,270.1,187.0,26.7,1004.0,2014-05-01 11:00:00
1.2,46.2,104.7,252.8,186.0,30.7,1004.0,2014-05-01 12:00:00
1.2,32.7,148.2,230.9,171.0,33.1,1004.0,2014-05-01 13:00:00
1.4,26.1,164.4,235.9,185.0,39.5,1004.0,2014-05-01 14:00:00
1.4,24.6,177.3,234.6,187.0,37.0,1004.0,2014-05-01 15:00:00
1.4,22.0,187.3,219.4,181.0,38.8,1004.0,2014-05-01 16:00:00
1.4,21.6,193.9,208.7,167.0,40.8,1004.0,2014-05-01 17:00:00
1.2,20.7,202.8,197.8,150.0,34.7,1004.0,2014-05-01 18:00:00
0.7,17.1,112.7,223.8,103.0,16.0,1004.0,2014-05-01 19:00:00
0.5,16.4,73.5,,63.0,5.6,1004.0,2014-05-01 20:00:00
0.5,10.4,84.5,209.3,63.0,3.1,1004.0,2014-05-01 21:00:00
0.4,8.7,80.2,136.6,47.0,2.0,1004.0,2014-05-01 22:00:00
0.4,7.0,78.3,117.1,46.0,2.0,1004.0,2014-05-01 23:00:00
0.4,5.5,81.0,52.2,33.0,2.0,1004.0,2014-05-02 00:00:00
0.4,5.1,81.0,39.5,28.0,2.0,1004.0,2014-05-02 01:00:00
0.4,5.7,76.4,31.2,24.0,2.0,1004.0,2014-05-02 02:00:00
