CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.7,49.1,116.3,138.8,86.0,17.3,1017.0,2014-05-01 00:00:00
0.7,53.1,101.6,142.9,99.0,18.7,1017.0,2014-05-01 01:00:00
0.7,41.0,109.4,154.9,102.0,24.0,1017.0,2014-05-01 02:00:00
0.7,40.4,97.0,147.1,110.0,24.6,1017.0,2014-05-01 03:00:00
0.7,32.3,95.0,148.4,120.0,21.3,1017.0,2014-05-01 04:00:00
0.8,42.2,72.4,145.9,122.0,18.9,1017.0,2014-05-01 05:00:00
0.8,38.2,70.5,151.7,132.0,16.6,1017.0,2014-05-01 06:00:00
0.8,36.4,62.2,154.8,133.0,16.8,1017.0,2014-05-01 07:00:00
0.9,48.8,48.6,168.7,142.0,22.6,1017.0,2014-05-01 08:00:00
1.0,60.5,44.4,197.4,162.0,33.9,1017.0,2014-05-01 09:00:00
1.0,38.8,76.3,207.7,147.0,45.2,1017.0,2014-05-01 10:00:00
1.0,36.3,106.3,206.5,166.0,47.7,1017.0,2014-05-01 11:00:00
0.9,24.2,141.7,179.7,139.0,42.8,1017.0,2014-05-01 12:00:00
0.9,21.8,163.9,186.4,147.0,43.0,1017.0,2014-05-01 13:00:00
0.9,19.7,182.7,166.5,149.0,39.3,1017.0,2014-05-01 14:00:00
1.0,20.3,196.2,178.9,138.0,41.8,1017.0,2014-05-01 15:00:00
1.1,19.8,212.0,173.2,140.0,43.1,1017.0,2014-05-01 16:00:00
1.0,22.4,212.0,195.2,142.0,39.6,1017.0,2014-05-01 17:00:00
0.9,23.8,204.6,170.0,131.0,30.9,1017.0,2014-05-01 18:00:00
0.8,26.6,158.3,,100.0,23.3,1017.0,2014-05-01 19:00:00
0.5,27.6,85.1,179.1,67.0,8.6,1017.0,2014-05-01 20:00:00
0.4,24.0,71.9,157.7,60.0,5.3,1017.0,2014-05-01 21:00:00
0.3,19.3,73.0,257.0,56.0,3.8,1017.0,2014-05-01 22:00:00
0.3,19.3,69.1,82.4,30.0,2.0,1017.0,2014-05-01 23:00:00
0.3,18.1,70.4,59.8,41.0,2.5,1017.0,2014-05-02 00:00:00
0.3,15.1,72.4,74.0,30.0,4.2,1017.0,2014-05-02 01:00:00
0.4,15.7,69.9,62.3,25.0,3.8,1017.0,2014-05-02 02:00:00
0.3,17.1,66.3,30.7,28.0,3.4,1017.0,2014-05-02 03:00:00
0.3,19.0,63.8,25.1,22.0,4.3,1017.0,2014-05-02 04:00:00
0.3,,64.3,32.3,27.0,3.7,1017.0,2014-05-02 05:00:00
0.3,11.3,72.5,46.4,23.0,4.9,1017.0,2014-05-02 06:00:00
0.3,13.4,76.7,25.1,19.0,3.6,1017.0,2014-05-02 07:00:00
0.2,11.3,96.7,31.7,8.0,2.0,1017.0,2014-05-02 08:00:00
0.3,11.8,94.4,91.1,3.0,2.9,1017.0,2014-05-02 09:00:00
0.3,14.9,87.9,111.8,24.0,2.0,1017.0,2014-05-02 10:00:00
0.3,12.5,91.3,71.7,31.0,2.0,1017.0,2014-05-02 11:00:00
0.3,15.2,97.4,49.9,14.0,2.0,1017.0,2014-05-02 12:00:00
0.3,16.7,101.0,43.1,16.0,2.0,1017.0,2014-05-02 13:00:00
0.3,17.4,104.1,33.4,13.0,2.9,1017.0,2014-05-02 14:00:00
0.3,16.4,103.6,29.5,20.0,2.2,1017.0,2014-05-02 15:00:00
0.3,25.3,99.0,64.7,3.0,2.0,1017.0,2014-05-02 16:00:00
0.2,17.7,101.2,50.1,3.0,2.0,1017.0,2014-05-02 17:00:00
0.3,21.5,95.7,113.7,9.0,2.0,1017.0,2014-05-02 18:00:00
0.3,22.1,91.4,310.0,5.0,2.0,1017.0,2014-05-02 19:00:00
0.3,27.2,82.7,71.3,13.0,2.0,1017.0,2014-05-02 20:00:00
0.3,33.2,71.0,22.9,22.0,2.0,1017.0,2014-05-02 21:00:00
0.4,36.9,67.8,21.6,13.0,2.0,1017.0,2014-05-02 22:00:00
0.4,48.9,52.7,23.4,16.0,2.0,1017.0,2014-05-02 23:00:00
0.8,86.2,10.9,54.2,28.0,2.9,1017.0,2014-05-03 00:00:00
0.6,89.3,2.9,78.6,27.0,2.0,1017.0,2014-05-03 01:00:00
0.5,88.9,2.0,53.1,27.0,3.2,1017.0,2014-05-03 02:00:00
0.5,71.6,10.2,76.9,31.0,3.3,1017.0,2014-05-03 03:00:00
0.5,59.7,17.7,53.5,24.0,2.9,1017.0,2014-05-03 04:00:00
0.5,61.4,15.5,69.1,34.0,13.2,1017.0,2014-05-03 05:00:00
0.5,55.6,19.8,71.9,39.0,17.9,1017.0,2014-05-03 06:00:00
0.5,53.4,16.0,97.0,40.0,13.6,1017.0,2014-05-03 07:00:00
0.6,58.2,13.5,101.1,53.0,14.4,1017.0,2014-05-03 08:00:00
0.6,46.4,33.7,111.7,58.0,22.4,1017.0,2014-05-03 09:00:00
0.6,34.9,54.0,92.5,47.0,22.6,1017.0,2014-05-03 10:00:00
0.6,33.2,67.2,117.4,58.0,25.2,1017.0,2014-05-03 11:00:00
