CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.7,52.6,127.1,166.8,96.0,16.0,1015.0,2014-05-01 00:00:00
0.7,50.0,108.0,147.0,110.0,15.0,1015.0,2014-05-01 01:00:00
0.7,54.0,97.0,182.0,117.0,15.0,1015.0,2014-05-01 02:00:00
0.7,40.0,100.0,174.0,123.0,21.0,1015.0,2014-05-01 03:00:00
0.8,46.0,78.0,174.0,134.0,19.0,1015.0,2014-05-01 04:00:00
0.8,50.0,63.0,175.0,138.0,16.0,1015.0,2014-05-01 05:00:00
0.9,63.0,39.0,177.0,138.0,13.0,1015.0,2014-05-01 06:00:00
0.9,66.0,36.0,195.0,152.0,15.0,1015.0,2014-05-01 07:00:00
0.9,64.0,45.0,211.0,160.0,23.0,1015.0,2014-05-01 08:00:00
1.0,63.0,63.0,214.0,170.0,29.0,1015.0,2014-05-01 09:00:00
1.0,56.0,95.0,238.0,175.0,34.0,1015.0,2014-05-01 10:00:00
0.9,52.0,121.0,215.0,178.0,37.0,1015.0,2014-05-01 11:00:00
0.9,34.0,167.0,207.0,171.0,41.0,1015.0,2014-05-01 12:00:00
1.0,28.0,184.0,178.0,163.0,41.0,1015.0,2014-05-01 13:00:00
0.9,28.0,199.0,175.0,157.0,40.0,1015.0,2014-05-01 14:00:00
0.9,28.0,207.0,203.0,189.0,40.0,1015.0,2014-05-01 15:00:00
1.1,31.0,210.0,196.0,192.0,46.0,1015.0,2014-05-01 16:00:00
0.9,34.0,209.0,204.0,176.0,35.0,1015.0,2014-05-01 17:00:00
0.4,44.0,90.0,,143.0,12.0,1015.0,2014-05-01 18:00:00
0.5,54.0,34.0,,91.0,3.0,1015.0,2014-05-01 19:00:00
0.2,29.0,66.0,121.0,112.0,4.0,1015.0,2014-05-01 20:00:00
0.1,26.0,67.0,124.0,52.0,2.0,1015.0,2014-05-01 21:00:00
0.1,23.0,69.0,84.0,42.0,2.0,1015.0,2014-05-01 22:00:00
0.1,22.0,69.0,,60.0,2.0,1015.0,2014-05-01 23:00:00
0.1,22.0,66.0,,40.0,4.0,1015.0,2014-05-02 00:00:00
0.1,21.0,64.0,,39.0,4.0,1015.0,2014-05-02 01:00:00
0.1,20.0,63.0,,32.0,4.0,1015.0,2014-05-02 02:00:00
0.1,18.0,66.0,,26.0,4.0,1015.0,2014-05-02 03:00:00
0.1,18.0,68.0,22.0,19.0,4.0,1015.0,2014-05-02 04:00:00
0.1,17.0,72.0,19.0,18.0,4.0,1015.0,2014-05-02 05:00:00
0.1,16.0,88.0,,19.0,2.0,1015.0,2014-05-02 06:00:00
0.1,21.0,92.0,34.0,17.0,2.0,1015.0,2014-05-02 07:00:00
0.1,21.0,82.0,28.0,24.0,5.0,1015.0,2014-05-02 08:00:00
0.1,22.0,78.0,36.0,21.0,3.0,1015.0,2014-05-02 09:00:00
0.1,22.0,84.0,57.0,38.0,3.0,1015.0,2014-05-02 10:00:00
0.1,25.0,87.0,54.0,20.0,3.0,1015.0,2014-05-02 11:00:00
0.1,25.2,87.2,,20.0,2.9,1015.0,2014-05-02 12:00:00
0.1,24.9,92.7,,27.0,2.0,1015.0,2014-05-02 13:00:00
0.1,18.0,104.0,51.0,49.0,2.0,1015.0,2014-05-02 14:00:00
0.1,18.3,104.5,,48.0,2.1,1015.0,2014-05-02 15:00:00
0.1,22.4,99.3,,23.0,2.1,1015.0,2014-05-02 16:00:00
0.1,24.0,92.0,119.0,36.0,2.0,1015.0,2014-05-02 17:00:00
0.1,28.0,84.0,135.0,55.0,2.0,1015.0,2014-05-02 18:00:00
0.1,33.0,78.0,30.0,25.0,2.0,1015.0,2014-05-02 19:00:00
0.1,43.0,65.0,,15.0,2.0,1015.0,2014-05-02 20:00:00
0.2,52.0,51.0,30.0,19.0,2.0,1015.0,2014-05-02 21:00:00
0.2,77.0,22.0,29.0,18.0,2.0,1015.0,2014-05-02 22:00:00
0.4,94.0,2.0,66.0,25.0,2.0,1015.0,2014-05-02 23:00:00
0.4,100.0,2.0,30.0,30.0,3.0,1015.0,2014-05-03 00:00:00
0.3,98.0,2.0,46.0,25.0,2.0,1015.0,2014-05-03 01:00:00
0.1,87.0,3.0,72.0,38.0,,1015.0,2014-05-03 02:00:00
,88.0,2.0,79.0,37.0,4.0,1015.0,2014-05-03 03:00:00
0.4,87.0,,70.0,34.0,4.0,1015.0,2014-05-03 04:00:00
0.4,,2.0,59.0,28.0,4.0,1015.0,2014-05-03 05:00:00
0.5,83.0,2.0,89.0,36.0,4.0,1015.0,2014-05-03 06:00:00
0.8,81.0,2.0,113.0,56.0,7.0,1015.0,2014-05-03 07:00:00
0.8,82.0,2.0,117.0,78.0,9.0,1015.0,2014-05-03 08:00:00
0.7,82.0,12.0,78.0,70.0,10.0,1015.0,2014-05-03 09:00:00
0.6,60.0,44.0,106.0,68.0,17.0,1015.0,2014-05-03 10:00:00
0.5,42.0,80.0,88.0,77.0,18.0,1015.0,2014-05-03 11:00:00
0.5,30.0,105.0,92.0,63.0,19.0,1015.0,2014-05-03 12:00:00
0.5,30.3,105.3,92.5,62.0,18.6,1015.0,2014-05-03 13:00:00
0.5,29.0,116.6,158.1,62.0,17.5,1015.0,2014-05-03 14:00:00
0.4,37.0,90.0,53.0,28.0,7.0,1015.0,2014-05-03 15:00:00
0.4,36.6,90.5,53.3,28.0,7.2,1015.0,2014-05-03 16:00:00
0.3,22.0,98.0,105.0,62.0,5.0,1015.0,2014-05-03 17:00:00
0.3,23.0,86.0,354.0,86.0,2.0,1015.0,2014-05-03 18:00:00
0.3,23.0,80.0,417.0,,2.0,1015.0,2014-05-03 19:00:00
0.3,22.0,79.0,247.0,66.0,2.0,1015.0,2014-05-03 20:00:00
0.3,21.0,78.0,,51.0,4.0,1015.0,2014-05-03 21:00:00
0.3,19.0,82.0,126.0,48.0,3.0,1015.0,2014-05-03 22:00:00
0.3,18.0,82.0,118.0,42.0,2.0,1015.0,2014-05-03 23:00:00
0.3,16.0,81.0,90.0,34.0,2.0,1015.0,2014-05-04 00:00:00
0.3,17.0,77.0,78.0,34.0,4.0,1015.0,2014-05-04 01:00:00
0.3,17.0,76.0,44.0,34.0,2.0,1015.0,2014-05-04 02:00:00
0.2,16.0,78.0,31.0,30.0,2.0,1015.0,2014-05-04 03:00:00
0.3,15.0,78.0,27.0,25.0,2.0,1015.0,2014-05-04 04:00:00
0.3,17.0,76.0,,37.0,3.0,1015.0,2014-05-04 05:00:00
0.3,17.0,77.0,,35.0,2.0,1015.0,2014-05-04 06:00:00
0.4,26.0,67.0,38.0,35.0,2.0,1015.0,2014-05-04 07:00:00
0.4,24.0,70.0,49.0,41.0,2.0,1015.0,2014-05-04 08:00:00
0.4,25.0,72.0,46.0,33.0,3.0,1015.0,2014-05-04 09:00:00
,,,,36.0,,1015.0,2014-05-04 10:00:00
1.5,23.0,86.0,108.0,48.0,2.0,1015.0,2014-05-04 11:00:00
1.5,21.0,90.0,88.0,38.0,2.0,1015.0,2014-05-04 12:00:00
1.5,20.0,90.0,98.0,28.0,2.0,1015.0,2014-05-04 13:00:00
1.5,21.0,87.0,59.0,14.0,2.0,1015.0,2014-05-04 14:00:00
1.5,20.9,87.0,59.2,13.0,2.0,1015.0,2014-05-04 15:00:00
2.0,17.0,65.0,,,2.0,1015.0,2014-05-04 16:00:00
1.6,21.0,78.0,,,3.0,1015.0,2014-05-04 17:00:00
1.5,22.0,76.0,41.0,17.0,3.0,1015.0,2014-05-04 18:00:00
1.4,29.0,68.0,32.0,21.0,3.0,1015.0,2014-05-04 19:00:00
1.4,45.0,50.0,36.0,26.0,3.0,1015.0,2014-05-04 20:00:00
1.5,64.0,22.0,40.0,24.0,3.0,1015.0,2014-05-04 21:00:00
1.8,80.0,5.0,51.0,25.0,4.0,1015.0,2014-05-04 22:00:00
1.6,85.0,2.0,51.0,22.0,4.0,1015.0,2014-05-04 23:00:00
1.7,86.0,2.0,58.0,29.0,6.0,1015.0,2014-05-05 00:00:00
1.5,85.0,2.0,66.0,27.0,7.0,1015.0,2014-05-05 01:00:00
1.5,82.0,,83.0,30.0,8.0,1015.0,2014-05-05 02:00:00
1.4,82.0,,85.0,30.0,8.0,1015.0,2014-05-05 03:00:00
1.2,78.0,,83.0,25.0,8.0,1015.0,2014-05-05 04:00:00
1.0,78.0,,64.0,21.0,6.0,1015.0,2014-05-05 05:00:00
1.0,77.0,,83.0,27.0,6.0,1015.0,2014-05-05 06:00:00
1.0,71.0,,70.0,20.0,6.0,1015.0,2014-05-05 07:00:00
0.9,44.0,,49.0,20.0,4.0,1015.0,2014-05-05 08:00:00
0.8,26.0,,30.0,12.0,4.0,1015.0,2014-05-05 09:00:00
0.8,23.0,74.0,30.0,14.0,4.0,1015.0,2014-05-05 10:00:00
0.8,18.0,83.0,25.0,17.0,4.0,1015.0,2014-05-05 11:00:00
0.8,16.0,92.0,19.0,9.0,4.0,1015.0,2014-05-05 12:00:00
0.8,14.0,,17.0,12.0,6.0,1015.0,2014-05-05 13:00:00
0.8,14.5,,16.7,11.0,5.5,1015.0,2014-05-05 14:00:00
0.8,24.0,,30.0,15.0,6.0,1015.0,2014-05-05 15:00:00
0.8,27.0,,44.0,17.0,6.0,1015.0,2014-05-05 16:00:00
0.8,25.0,,57.0,20.0,6.0,1015.0,2014-05-05 17:00:00
0.8,26.0,,62.0,23.0,6.0,1015.0,2014-05-05 18:00:00
0.8,27.0,,71.0,18.0,5.0,1015.0,2014-05-05 19:00:00
0.8,38.0,,67.0,30.0,7.0,1015.0,2014-05-05 20:00:00
0.9,49.0,,74.0,29.0,8.0,1015.0,2014-05-05 21:00:00
0.9,69.0,,71.0,30.0,7.0,1015.0,2014-05-05 22:00:00
1.0,82.0,,96.0,39.0,10.0,1015.0,2014-05-05 23:00:00
0.9,56.0,,92.0,62.0,16.0,1015.0,2014-05-06 00:00:00
1.0,65.0,,94.0,50.0,19.0,1015.0,2014-05-06 01:00:00
1.0,71.0,,92.0,49.0,,1015.0,2014-05-06 02:00:00
,56.0,,83.0,64.0,22.0,1015.0,2014-05-06 03:00:00
,56.5,,82.7,63.0,22.1,1015.0,2014-05-06 04:00:00
1.0,,,121.0,66.0,16.0,1015.0,2014-05-06 05:00:00
1.1,99.0,,125.0,75.0,18.0,1015.0,2014-05-06 06:00:00
1.2,97.0,,141.0,61.0,26.0,1015.0,2014-05-06 07:00:00
1.0,88.0,,122.0,61.0,27.0,1015.0,2014-05-06 08:00:00
0.9,73.0,,106.0,58.0,30.0,1015.0,2014-05-06 09:00:00
0.8,65.0,,108.0,61.0,34.0,1015.0,2014-05-06 10:00:00
0.8,66.0,,121.0,63.0,36.0,1015.0,2014-05-06 11:00:00
0.9,74.0,,123.0,86.0,39.0,1015.0,2014-05-06 12:00:00
0.9,61.0,,136.0,75.0,42.0,1015.0,2014-05-06 13:00:00
0.9,52.0,,144.0,88.0,43.0,1015.0,2014-05-06 14:00:00
1.0,58.0,,144.0,96.0,43.0,1015.0,2014-05-06 15:00:00
,,,,,,,2014-05-06 16:00:00
,,,,,,,2014-05-06 17:00:00
1.1,60.0,138.0,161.0,115.0,35.0,1015.0,2014-05-06 18:00:00
1.2,72.0,114.0,171.0,112.0,36.0,1015.0,2014-05-06 19:00:00
1.3,82.0,94.0,190.0,110.0,35.0,1015.0,2014-05-06 20:00:00
1.4,78.0,83.0,193.0,103.0,36.0,1015.0,2014-05-06 21:00:00
1.5,89.0,64.0,200.0,122.0,42.0,1015.0,2014-05-06 22:00:00
1.6,110.0,40.0,194.0,124.0,41.0,1015.0,2014-05-06 23:00:00
1.8,114.0,23.0,203.0,128.0,32.0,1015.0,2014-05-07 00:00:00
2.3,116.0,11.0,185.0,123.0,34.0,1015.0,2014-05-07 01:00:00
2.8,104.0,12.0,167.0,130.0,45.0,1015.0,2014-05-07 02:00:00
2.9,114.0,2.0,169.0,132.0,41.0,1015.0,2014-05-07 03:00:00
2.8,114.0,3.0,169.0,128.0,35.0,1015.0,2014-05-07 04:00:00
2.6,112.0,6.0,174.0,132.0,35.0,1015.0,2014-05-07 05:00:00
2.1,111.0,2.0,183.0,119.0,25.0,1015.0,2014-05-07 06:00:00
1.7,107.0,6.0,197.0,124.0,28.0,1015.0,2014-05-07 07:00:00
1.3,95.0,26.0,178.0,112.0,31.0,1015.0,2014-05-07 08:00:00
0.6,44.0,67.0,131.0,54.0,12.0,1015.0,2014-05-07 09:00:00
0.4,30.0,80.0,87.0,24.0,6.0,1015.0,2014-05-07 10:00:00
0.4,27.0,88.0,90.0,31.0,6.0,1015.0,2014-05-07 11:00:00
,,,,,,,2014-05-07 12:00:00
0.3,22.0,108.0,89.0,26.0,5.0,1015.0,2014-05-07 13:00:00
0.3,22.0,109.0,72.0,27.0,6.0,1015.0,2014-05-07 14:00:00
0.3,22.0,106.0,60.0,20.0,5.0,1015.0,2014-05-07 15:00:00
0.3,25.0,103.0,46.0,7.0,4.0,1015.0,2014-05-07 16:00:00
0.3,26.0,102.0,49.0,13.0,5.0,1015.0,2014-05-07 17:00:00
0.3,29.0,95.0,44.0,13.0,3.0,1015.0,2014-05-07 18:00:00
0.3,38.0,84.0,36.0,11.0,2.0,1015.0,2014-05-07 19:00:00
0.3,46.0,73.0,41.0,11.0,2.0,1015.0,2014-05-07 20:00:00
0.5,76.0,39.0,61.0,21.0,2.0,1015.0,2014-05-07 21:00:00
0.3,35.0,80.0,51.0,17.0,2.0,1015.0,2014-05-07 22:00:00
0.3,40.0,70.0,50.0,14.0,2.0,1015.0,2014-05-07 23:00:00
0.8,80.0,38.0,126.0,41.0,12.0,1015.0,2014-05-08 00:00:00
1.0,68.0,63.0,159.0,91.0,12.0,1015.0,2014-05-08 01:00:00
1.1,71.0,48.0,134.0,112.0,14.0,1015.0,2014-05-08 02:00:00
1.3,73.0,37.0,144.0,130.0,18.0,1015.0,2014-05-08 03:00:00
1.2,67.0,41.0,127.0,125.0,16.0,1015.0,2014-05-08 04:00:00
1.2,79.0,33.0,124.0,120.0,16.0,1015.0,2014-05-08 05:00:00
1.5,84.0,32.0,139.0,123.0,16.0,1015.0,2014-05-08 06:00:00
2.1,64.0,62.0,122.0,113.0,20.0,1015.0,2014-05-08 07:00:00
1.7,60.0,79.0,121.0,113.0,29.0,1015.0,2014-05-08 08:00:00
1.3,55.0,94.0,92.0,89.0,26.0,1015.0,2014-05-08 09:00:00
1.0,47.0,110.0,86.0,,20.0,1015.0,2014-05-08 10:00:00
0.8,33.0,127.0,,,17.0,1015.0,2014-05-08 11:00:00
0.8,26.0,145.0,74.0,34.0,17.0,1015.0,2014-05-08 12:00:00
0.8,26.0,149.0,70.0,57.0,17.0,1015.0,2014-05-08 13:00:00
0.8,26.0,154.0,85.0,55.0,15.0,1015.0,2014-05-08 14:00:00
0.7,27.0,164.0,89.0,61.0,14.0,1015.0,2014-05-08 15:00:00
0.8,31.0,171.0,95.0,66.0,16.0,1015.0,2014-05-08 16:00:00
0.7,31.0,177.0,88.0,57.0,17.0,1015.0,2014-05-08 17:00:00
0.7,36.0,173.0,90.0,57.0,17.0,1015.0,2014-05-08 18:00:00
0.7,43.0,160.0,92.0,53.0,15.0,1015.0,2014-05-08 19:00:00
1.1,64.0,120.0,140.0,66.0,22.0,1015.0,2014-05-08 20:00:00
1.4,70.0,96.0,145.0,56.0,25.0,1015.0,2014-05-08 21:00:00
1.0,65.0,93.0,110.0,55.0,26.0,1015.0,2014-05-08 22:00:00
1.0,78.0,75.0,131.0,66.0,39.0,1015.0,2014-05-08 23:00:00
1.0,82.0,64.0,132.0,71.0,39.0,1015.0,2014-05-09 00:00:00
1.0,82.0,60.0,121.0,74.0,39.0,1015.0,2014-05-09 01:00:00
0.9,73.0,59.0,110.0,72.0,,1015.0,2014-05-09 02:00:00
,66.0,63.0,95.0,71.0,27.0,1015.0,2014-05-09 03:00:00
0.9,68.0,,85.0,59.0,24.0,1015.0,2014-05-09 04:00:00
0.9,,33.0,90.0,59.0,26.0,1015.0,2014-05-09 05:00:00
1.6,77.0,45.0,105.0,72.0,43.0,1015.0,2014-05-09 06:00:00
2.4,90.0,40.0,126.0,78.0,64.0,1015.0,2014-05-09 07:00:00
2.9,96.0,41.0,145.0,84.0,77.0,1015.0,2014-05-09 08:00:00
2.9,92.0,41.0,151.0,87.0,77.0,1015.0,2014-05-09 09:00:00
2.6,84.0,45.0,154.0,82.0,64.0,1015.0,2014-05-09 10:00:00
2.1,72.0,53.0,146.0,86.0,48.0,1015.0,2014-05-09 11:00:00
1.7,62.0,64.0,113.0,79.0,34.0,1015.0,2014-05-09 12:00:00
1.7,62.4,64.4,112.6,79.0,34.2,1015.0,2014-05-09 13:00:00
1.3,56.0,82.0,97.0,69.0,31.0,1015.0,2014-05-09 14:00:00
