CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.9,67.8,99.4,117.1,84.0,11.3,1028.0,2014-05-01 00:00:00
0.9,69.7,71.1,136.4,77.0,20.1,1028.0,2014-05-01 01:00:00
0.9,68.3,65.7,120.8,90.0,23.1,1028.0,2014-05-01 02:00:00
0.8,75.5,47.2,140.7,94.0,14.8,1028.0,2014-05-01 03:00:00
0.8,56.4,68.3,98.9,80.0,18.2,1028.0,2014-05-01 04:00:00
0.8,49.1,42.3,111.9,95.0,8.1,1028.0,2014-05-01 05:00:00
0.7,,41.4,106.9,88.0,5.4,1028.0,2014-05-01 06:00:00
0.8,49.5,31.6,110.2,97.0,4.8,1028.0,2014-05-01 07:00:00
0.9,56.6,22.0,134.9,98.0,6.5,1028.0,2014-05-01 08:00:00
1.0,59.1,34.7,197.0,120.0,13.7,1028.0,2014-05-01 09:00:00
1.0,46.8,75.6,201.7,126.0,25.1,1028.0,2014-05-01 10:00:00
1.0,32.9,116.3,190.7,131.0,31.3,1028.0,2014-05-01 11:00:00
1.1,25.4,159.3,197.7,142.0,37.2,1028.0,2014-05-01 12:00:00
1.1,25.2,178.8,183.3,140.0,35.8,1028.0,2014-05-01 13:00:00
1.0,22.8,207.1,169.7,155.0,31.0,1028.0,2014-05-01 14:00:00
1.0,24.1,226.0,157.0,141.0,25.8,1028.0,2014-05-01 15:00:00
0.9,23.6,235.3,136.4,130.0,25.2,1028.0,2014-05-01 16:00:00
0.9,21.5,251.3,110.6,105.0,24.6,1028.0,2014-05-01 17:00:00
0.8,23.0,254.7,120.3,107.0,22.5,1028.0,2014-05-01 18:00:00
0.9,22.6,149.1,216.1,68.0,6.5,1028.0,2014-05-01 19:00:00
0.8,27.5,110.8,,66.0,3.0,1028.0,2014-05-01 20:00:00
0.8,28.3,93.6,73.8,64.0,3.5,1028.0,2014-05-01 21:00:00
0.5,11.0,88.9,,63.0,6.3,1028.0,2014-05-01 22:00:00
0.4,8.1,87.3,109.1,48.0,3.1,1028.0,2014-05-01 23:00:00
0.4,6.9,82.6,148.5,50.0,2.0,1028.0,2014-05-02 00:00:00
0.4,5.2,79.3,,42.0,2.0,1028.0,2014-05-02 01:00:00
0.3,3.9,79.7,,27.0,2.0,1028.0,2014-05-02 02:00:00
0.3,3.9,83.6,26.8,14.0,2.0,1028.0,2014-05-02 03:00:00
0.3,4.4,85.4,15.5,13.0,2.0,1028.0,2014-05-02 04:00:00
0.3,4.2,90.3,,23.0,2.0,1028.0,2014-05-02 05:00:00
0.2,4.6,94.3,,13.0,2.0,1028.0,2014-05-02 06:00:00
0.2,4.6,97.7,,8.0,2.0,1028.0,2014-05-02 07:00:00
0.2,5.0,96.0,,7.0,2.0,1028.0,2014-05-02 08:00:00
