CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.6,66.5,64.2,153.0,94.0,13.4,1034.0,2014-05-01 00:00:00
0.7,63.5,58.1,147.9,101.0,12.3,1034.0,2014-05-01 01:00:00
0.9,66.1,56.4,154.5,112.0,17.4,1034.0,2014-05-01 02:00:00
1.2,54.2,61.3,153.2,120.0,20.2,1034.0,2014-05-01 03:00:00
1.0,42.2,78.6,160.6,125.0,20.8,1034.0,2014-05-01 04:00:00
1.0,38.3,74.7,160.0,131.0,19.4,1034.0,2014-05-01 05:00:00
1.1,43.9,49.3,161.0,139.0,13.5,1034.0,2014-05-01 06:00:00
1.2,53.1,38.3,172.1,155.0,13.2,1034.0,2014-05-01 07:00:00
2.0,55.6,24.8,187.5,167.0,21.2,1034.0,2014-05-01 08:00:00
2.0,66.1,37.0,237.5,180.0,58.3,1034.0,2014-05-01 09:00:00
1.0,36.8,104.4,189.5,149.0,69.2,1034.0,2014-05-01 10:00:00
0.7,20.7,145.9,163.8,135.0,60.2,1034.0,2014-05-01 11:00:00
0.7,17.7,176.6,157.8,123.0,46.5,1034.0,2014-05-01 12:00:00
0.7,14.0,203.2,146.4,125.0,41.4,1034.0,2014-05-01 13:00:00
0.8,14.3,229.5,149.1,126.0,38.0,1034.0,2014-05-01 14:00:00
0.7,13.3,239.5,149.2,118.0,33.9,1034.0,2014-05-01 15:00:00
0.7,12.6,241.9,149.2,110.0,31.2,1034.0,2014-05-01 16:00:00
0.7,14.7,239.9,146.4,108.0,29.8,1034.0,2014-05-01 17:00:00
0.7,15.2,223.2,142.9,102.0,26.1,1034.0,2014-05-01 18:00:00
0.7,19.7,211.7,175.5,109.0,23.9,1034.0,2014-05-01 19:00:00
0.5,22.5,123.1,324.8,121.0,16.4,1034.0,2014-05-01 20:00:00
0.4,19.1,64.7,252.7,90.0,6.4,1034.0,2014-05-01 21:00:00
0.4,16.0,68.8,167.9,72.0,5.9,1034.0,2014-05-01 22:00:00
0.3,9.1,78.5,120.0,43.0,6.4,1034.0,2014-05-01 23:00:00
0.3,11.8,73.6,91.5,53.0,5.5,1034.0,2014-05-02 00:00:00
0.3,10.4,74.0,66.1,36.0,3.9,1034.0,2014-05-02 01:00:00
0.3,12.5,71.4,48.5,32.0,4.2,1034.0,2014-05-02 02:00:00
0.3,8.2,77.2,47.8,30.0,,1034.0,2014-05-02 03:00:00
,8.7,78.5,40.9,25.0,2.6,1034.0,2014-05-02 04:00:00
0.3,11.8,,30.6,24.0,3.0,1034.0,2014-05-02 05:00:00
0.3,,67.8,33.4,25.0,4.5,1034.0,2014-05-02 06:00:00
0.3,3.3,78.4,37.6,22.0,4.1,1034.0,2014-05-02 07:00:00
0.2,2.0,97.9,39.5,16.0,2.4,1034.0,2014-05-02 08:00:00
0.2,2.0,97.5,45.9,13.0,2.8,1034.0,2014-05-02 09:00:00
0.2,2.0,93.2,77.0,24.0,2.0,1034.0,2014-05-02 10:00:00
0.2,2.0,94.7,78.6,30.0,2.0,1034.0,2014-05-02 11:00:00
0.2,2.0,101.6,63.6,36.0,2.0,1034.0,2014-05-02 12:00:00
0.2,2.0,106.8,44.4,18.0,2.0,1034.0,2014-05-02 13:00:00
0.2,2.0,113.0,28.1,10.0,2.0,1034.0,2014-05-02 14:00:00
0.2,2.0,117.5,27.8,5.0,2.1,1034.0,2014-05-02 15:00:00
0.3,2.0,118.8,36.1,21.0,4.1,1034.0,2014-05-02 16:00:00
0.2,2.0,116.8,35.6,19.0,4.7,1034.0,2014-05-02 17:00:00
0.4,2.0,107.2,38.9,19.0,3.0,1034.0,2014-05-02 18:00:00
0.2,2.0,104.0,65.1,14.0,2.1,1034.0,2014-05-02 19:00:00
0.2,2.0,96.0,196.4,39.0,3.3,1034.0,2014-05-02 20:00:00
0.2,4.2,88.6,41.1,12.0,3.3,1034.0,2014-05-02 21:00:00
0.3,22.1,62.4,48.9,16.0,3.6,1034.0,2014-05-02 22:00:00
0.3,29.2,43.1,36.9,12.0,3.6,1034.0,2014-05-02 23:00:00
0.3,52.3,10.4,38.0,17.0,5.8,1034.0,2014-05-03 00:00:00
0.5,64.6,2.0,102.6,88.0,6.6,1034.0,2014-05-03 01:00:00
0.4,62.9,2.0,,76.0,5.9,1034.0,2014-05-03 02:00:00
0.5,51.5,2.0,76.5,68.0,5.3,1034.0,2014-05-03 03:00:00
0.4,49.0,2.0,49.6,37.0,5.1,1034.0,2014-05-03 04:00:00
0.5,42.2,2.0,59.3,39.0,7.7,1034.0,2014-05-03 05:00:00
0.5,52.7,2.0,64.8,44.0,5.7,1034.0,2014-05-03 06:00:00
0.4,47.5,21.3,91.5,51.0,12.7,1034.0,2014-05-03 07:00:00
0.4,31.8,40.1,100.6,52.0,33.5,1034.0,2014-05-03 08:00:00
0.4,21.1,55.7,99.0,52.0,43.7,1034.0,2014-05-03 09:00:00
0.5,20.1,61.4,94.5,55.0,43.9,1034.0,2014-05-03 10:00:00
0.6,21.1,70.4,108.0,62.0,42.6,1034.0,2014-05-03 11:00:00
0.5,19.8,87.9,113.6,63.0,35.9,1034.0,2014-05-03 12:00:00
0.4,12.3,107.8,99.8,58.0,29.0,1034.0,2014-05-03 13:00:00
0.4,7.1,122.2,109.4,51.0,26.2,1034.0,2014-05-03 14:00:00
0.4,7.7,118.5,114.1,53.0,30.2,1034.0,2014-05-03 15:00:00
0.4,7.7,116.8,149.9,54.0,22.7,1034.0,2014-05-03 16:00:00
0.3,2.0,121.6,98.7,39.0,12.6,1034.0,2014-05-03 17:00:00
0.3,5.1,110.8,90.9,37.0,11.6,1034.0,2014-05-03 18:00:00
0.2,2.0,102.9,237.5,48.0,6.7,1034.0,2014-05-03 19:00:00
0.2,2.0,95.3,636.5,99.0,2.6,1034.0,2014-05-03 20:00:00
0.2,2.0,94.5,637.5,93.0,2.2,1034.0,2014-05-03 21:00:00
0.2,2.0,89.8,735.7,112.0,2.9,1034.0,2014-05-03 22:00:00
0.2,2.0,87.3,217.1,37.0,5.0,1034.0,2014-05-03 23:00:00
