CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.6,17.7,151.1,,,11.5,1030.0,2014-05-01 00:00:00
0.6,16.0,126.0,83.0,78.0,8.0,1030.0,2014-05-01 01:00:00
0.6,16.0,119.0,85.0,77.0,6.0,1030.0,2014-05-01 02:00:00
0.6,16.0,103.0,90.0,90.0,5.0,1030.0,2014-05-01 03:00:00
0.6,20.0,95.0,92.0,83.0,4.0,1030.0,2014-05-01 04:00:00
0.6,23.0,80.0,99.0,97.0,4.0,1030.0,2014-05-01 05:00:00
0.7,26.0,68.0,105.0,94.0,4.0,1030.0,2014-05-01 06:00:00
0.8,30.0,54.0,122.0,117.0,5.0,1030.0,2014-05-01 07:00:00
0.8,41.0,42.0,161.0,128.0,8.0,1030.0,2014-05-01 08:00:00
0.8,58.0,44.0,150.0,133.0,10.0,1030.0,2014-05-01 09:00:00
0.8,37.0,99.0,175.0,147.0,14.0,1030.0,2014-05-01 10:00:00
1.0,42.0,120.0,180.0,166.0,20.0,1030.0,2014-05-01 11:00:00
1.0,43.0,164.0,184.0,171.0,21.0,1030.0,2014-05-01 12:00:00
1.0,48.0,161.0,216.0,190.0,23.0,1030.0,2014-05-01 13:00:00
1.2,32.0,189.0,186.0,173.0,34.0,1030.0,2014-05-01 14:00:00
1.4,22.0,209.0,,178.0,49.0,1030.0,2014-05-01 15:00:00
1.3,20.0,212.0,174.0,173.0,38.0,1030.0,2014-05-01 16:00:00
0.6,14.0,119.0,,117.0,12.0,1030.0,2014-05-01 17:00:00
0.3,11.0,95.0,,69.0,7.0,1030.0,2014-05-01 18:00:00
0.3,13.0,81.0,170.0,82.0,5.0,1030.0,2014-05-01 19:00:00
0.3,12.0,82.0,316.0,74.0,4.0,1030.0,2014-05-01 20:00:00
0.3,11.0,78.0,94.0,42.0,4.0,1030.0,2014-05-01 21:00:00
0.3,12.0,70.0,,46.0,5.0,1030.0,2014-05-01 22:00:00
0.2,12.0,70.0,,30.0,5.0,1030.0,2014-05-01 23:00:00
0.1,6.0,83.0,,29.0,2.0,1030.0,2014-05-02 00:00:00
0.1,6.0,84.0,,27.0,2.0,1030.0,2014-05-02 01:00:00
0.1,6.0,84.0,,26.0,2.0,1030.0,2014-05-02 02:00:00
0.2,6.0,86.0,,20.0,2.0,1030.0,2014-05-02 03:00:00
0.2,6.0,88.0,,22.0,2.0,1030.0,2014-05-02 04:00:00
0.1,,74.0,,15.0,2.0,1030.0,2014-05-02 05:00:00
0.1,3.0,106.0,,11.0,2.0,1030.0,2014-05-02 06:00:00
0.1,3.0,100.0,,8.0,2.0,1030.0,2014-05-02 07:00:00
0.1,4.0,88.0,,35.0,2.0,1030.0,2014-05-02 08:00:00
0.2,3.0,90.0,164.0,59.0,2.0,1030.0,2014-05-02 09:00:00
0.2,2.0,94.0,34.0,34.0,2.0,1030.0,2014-05-02 10:00:00
