CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.9,94.1,61.9,188.9,106.0,13.7,1016.0,2014-05-01 00:00:00
0.9,91.2,57.6,204.8,120.0,13.8,1016.0,2014-05-01 01:00:00
0.9,82.6,55.9,205.7,124.0,14.1,1016.0,2014-05-01 02:00:00
0.9,71.6,61.9,220.5,133.0,20.3,1016.0,2014-05-01 03:00:00
0.8,62.7,61.4,204.3,139.0,22.5,1016.0,2014-05-01 04:00:00
0.9,,21.3,195.4,148.0,17.3,1016.0,2014-05-01 05:00:00
0.9,70.5,31.4,200.5,153.0,14.7,1016.0,2014-05-01 06:00:00
1.0,86.7,10.4,201.7,158.0,12.4,1016.0,2014-05-01 07:00:00
1.1,91.5,2.0,224.8,174.0,11.6,1016.0,2014-05-01 08:00:00
1.1,65.0,34.5,231.8,177.0,19.6,1016.0,2014-05-01 09:00:00
1.1,55.5,54.5,252.4,188.0,24.2,1016.0,2014-05-01 10:00:00
1.1,54.3,81.2,282.5,193.0,30.9,1016.0,2014-05-01 11:00:00
1.0,42.1,114.9,242.8,183.0,32.9,1016.0,2014-05-01 12:00:00
1.1,30.9,153.6,240.6,178.0,37.0,1016.0,2014-05-01 13:00:00
1.2,25.4,174.7,229.6,175.0,40.1,1016.0,2014-05-01 14:00:00
1.3,25.3,189.1,228.8,183.0,39.8,1016.0,2014-05-01 15:00:00
1.4,28.6,194.0,224.7,187.0,42.2,1016.0,2014-05-01 16:00:00
1.3,28.9,199.5,238.3,189.0,42.7,1016.0,2014-05-01 17:00:00
1.2,35.8,191.3,212.0,164.0,32.3,1016.0,2014-05-01 18:00:00
0.7,37.3,102.7,127.8,126.0,16.8,1016.0,2014-05-01 19:00:00
0.7,47.7,34.3,202.4,81.0,5.7,1016.0,2014-05-01 20:00:00
0.5,34.1,57.3,,86.0,4.8,1016.0,2014-05-01 21:00:00
0.5,40.1,46.7,147.1,68.0,2.8,1016.0,2014-05-01 22:00:00
0.4,25.5,59.7,71.3,47.0,2.0,1016.0,2014-05-01 23:00:00
0.4,21.0,62.6,31.9,26.0,2.0,1016.0,2014-05-02 00:00:00
0.4,20.8,63.6,60.2,39.0,3.0,1016.0,2014-05-02 01:00:00
0.4,21.7,62.4,38.6,34.0,3.8,1016.0,2014-05-02 02:00:00
0.4,22.1,61.4,31.0,24.0,3.3,1016.0,2014-05-02 03:00:00
0.4,27.7,56.3,32.1,28.0,3.2,1016.0,2014-05-02 04:00:00
0.4,28.7,56.6,28.5,20.0,2.7,1016.0,2014-05-02 05:00:00
0.4,29.5,57.6,33.5,20.0,3.2,1016.0,2014-05-02 06:00:00
0.3,25.0,74.0,18.4,18.0,2.1,1016.0,2014-05-02 07:00:00
0.2,21.9,91.3,44.2,15.0,2.0,1016.0,2014-05-02 08:00:00
0.3,20.8,85.9,100.6,20.0,3.5,1016.0,2014-05-02 09:00:00
0.3,21.4,81.6,71.7,37.0,3.3,1016.0,2014-05-02 10:00:00
0.3,24.4,82.2,78.9,33.0,2.6,1016.0,2014-05-02 11:00:00
0.3,25.7,84.7,51.9,20.0,4.3,1016.0,2014-05-02 12:00:00
0.3,20.4,92.6,35.4,20.0,2.5,1016.0,2014-05-02 13:00:00
0.3,16.8,99.3,19.5,14.0,2.5,1016.0,2014-05-02 14:00:00
0.3,14.3,104.2,18.9,3.0,3.0,1016.0,2014-05-02 15:00:00
0.3,22.1,95.2,133.9,17.0,2.0,1016.0,2014-05-02 16:00:00
0.3,24.7,89.4,67.9,27.0,2.0,1016.0,2014-05-02 17:00:00
0.3,25.6,86.0,138.8,9.0,2.0,1016.0,2014-05-02 18:00:00
0.3,28.6,77.6,158.2,24.0,2.0,1016.0,2014-05-02 19:00:00
0.3,31.3,72.8,35.1,7.0,2.0,1016.0,2014-05-02 20:00:00
0.3,45.9,55.6,20.6,7.0,2.9,1016.0,2014-05-02 21:00:00
0.4,65.1,33.0,25.7,21.0,3.4,1016.0,2014-05-02 22:00:00
0.4,69.3,26.1,54.9,15.0,2.7,1016.0,2014-05-02 23:00:00
0.6,99.0,2.0,79.5,37.0,2.7,1016.0,2014-05-03 00:00:00
0.6,101.6,2.0,96.4,50.0,3.3,1016.0,2014-05-03 01:00:00
0.6,95.5,2.0,92.5,57.0,2.6,1016.0,2014-05-03 02:00:00
0.6,92.7,2.0,114.5,43.0,3.9,1016.0,2014-05-03 03:00:00
0.7,92.5,2.0,172.7,73.0,5.0,1016.0,2014-05-03 04:00:00
0.6,86.3,2.0,138.7,50.0,4.3,1016.0,2014-05-03 05:00:00
0.6,83.6,2.0,120.1,56.0,4.3,1016.0,2014-05-03 06:00:00
0.7,83.6,2.0,141.5,43.0,4.3,1016.0,2014-05-03 07:00:00
0.9,82.1,2.0,134.7,53.0,7.3,1016.0,2014-05-03 08:00:00
0.7,76.4,3.9,109.8,51.0,13.2,1016.0,2014-05-03 09:00:00
0.7,75.9,14.4,133.2,60.0,13.2,1016.0,2014-05-03 10:00:00
0.6,49.1,52.4,126.3,69.0,19.2,1016.0,2014-05-03 11:00:00
0.6,36.1,80.0,126.0,65.0,19.4,1016.0,2014-05-03 12:00:00
0.6,31.7,98.4,130.6,74.0,18.1,1016.0,2014-05-03 13:00:00
0.6,32.2,107.4,175.7,69.0,17.6,1016.0,2014-05-03 14:00:00
0.5,33.9,100.6,179.2,57.0,10.8,1016.0,2014-05-03 15:00:00
0.4,35.6,88.3,95.5,35.0,8.3,1016.0,2014-05-03 16:00:00
0.4,27.9,82.4,65.5,36.0,8.1,1016.0,2014-05-03 17:00:00
0.4,28.0,85.3,160.3,49.0,4.6,1016.0,2014-05-03 18:00:00
0.4,27.2,75.2,381.8,55.0,2.1,1016.0,2014-05-03 19:00:00
0.4,28.8,66.7,523.9,76.0,2.0,1016.0,2014-05-03 20:00:00
0.3,26.8,67.7,356.0,57.0,3.3,1016.0,2014-05-03 21:00:00
0.3,24.8,68.5,172.6,34.0,2.0,1016.0,2014-05-03 22:00:00
0.3,24.7,71.4,157.4,38.0,3.7,1016.0,2014-05-03 23:00:00
0.4,23.0,71.5,144.1,41.0,3.7,1016.0,2014-05-04 00:00:00
0.4,29.6,61.8,102.6,39.0,2.5,1016.0,2014-05-04 01:00:00
0.4,27.3,62.8,77.5,39.0,2.9,1016.0,2014-05-04 02:00:00
0.4,29.7,59.2,48.3,36.0,2.0,1016.0,2014-05-04 03:00:00
0.3,31.0,56.0,45.4,29.0,2.0,1016.0,2014-05-04 04:00:00
0.3,,41.5,35.7,26.0,4.8,1016.0,2014-05-04 05:00:00
0.3,22.6,66.8,43.1,42.0,5.6,1016.0,2014-05-04 06:00:00
0.3,35.1,52.9,48.5,44.0,4.1,1016.0,2014-05-04 07:00:00
0.3,36.0,53.9,46.0,37.0,2.0,1016.0,2014-05-04 08:00:00
0.3,34.6,56.6,48.2,47.0,2.0,1016.0,2014-05-04 09:00:00
0.3,29.4,64.5,47.7,34.0,2.0,1016.0,2014-05-04 10:00:00
0.3,21.1,77.9,65.0,33.0,2.0,1016.0,2014-05-04 11:00:00
0.2,18.9,85.1,63.4,35.0,2.0,1016.0,2014-05-04 12:00:00
0.2,17.1,91.2,70.1,39.0,2.0,1016.0,2014-05-04 13:00:00
0.2,13.6,93.0,98.2,32.0,2.0,1016.0,2014-05-04 14:00:00
0.2,17.1,54.7,,,2.0,1016.0,2014-05-04 15:00:00
0.2,13.8,70.1,116.3,8.0,2.0,1016.0,2014-05-04 16:00:00
0.3,20.4,68.9,66.3,13.0,2.0,1016.0,2014-05-04 17:00:00
0.5,23.7,66.7,65.9,25.0,2.0,1016.0,2014-05-04 18:00:00
0.3,29.8,60.6,47.5,18.0,2.0,1016.0,2014-05-04 19:00:00
0.3,26.7,64.3,37.5,17.0,2.0,1016.0,2014-05-04 20:00:00
