CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.8,30.5,96.5,132.9,89.0,7.6,1002.0,2014-05-01 00:00:00
0.8,31.8,88.6,136.6,85.0,7.3,1002.0,2014-05-01 01:00:00
0.8,33.4,77.9,145.1,88.0,6.6,1002.0,2014-05-01 02:00:00
0.8,37.3,69.9,159.0,100.0,6.9,1002.0,2014-05-01 03:00:00
0.8,33.8,65.5,161.7,109.0,6.5,1002.0,2014-05-01 04:00:00
0.8,32.4,53.4,158.6,120.0,4.7,1002.0,2014-05-01 05:00:00
0.8,37.4,39.2,165.6,127.0,4.3,1002.0,2014-05-01 06:00:00
0.8,37.5,37.0,139.3,114.0,3.5,1002.0,2014-05-01 07:00:00
0.8,37.1,34.4,159.8,121.0,4.6,1002.0,2014-05-01 08:00:00
1.0,49.8,33.9,188.3,133.0,9.2,1002.0,2014-05-01 09:00:00
0.9,65.9,36.7,,,11.4,1002.0,2014-05-01 10:00:00
1.0,63.2,83.3,,,14.2,1002.0,2014-05-01 11:00:00
1.0,61.8,109.0,211.2,111.0,17.9,1002.0,2014-05-01 12:00:00
1.0,50.8,145.9,235.9,172.0,27.7,1002.0,2014-05-01 13:00:00
1.4,32.0,187.7,223.2,173.0,60.9,1002.0,2014-05-01 14:00:00
1.2,25.8,199.3,220.1,177.0,49.7,1002.0,2014-05-01 15:00:00
1.2,27.4,200.5,225.0,176.0,43.2,1002.0,2014-05-01 16:00:00
1.2,25.0,210.1,214.8,171.0,48.1,1002.0,2014-05-01 17:00:00
0.9,16.8,171.9,,126.0,29.3,1002.0,2014-05-01 18:00:00
0.6,12.0,100.6,198.6,53.0,7.0,1002.0,2014-05-01 19:00:00
0.5,10.2,91.6,159.6,58.0,6.2,1002.0,2014-05-01 20:00:00
0.5,9.3,90.5,325.5,51.0,3.8,1002.0,2014-05-01 21:00:00
0.4,7.4,86.0,132.6,33.0,2.1,1002.0,2014-05-01 22:00:00
0.4,4.7,87.9,135.5,31.0,2.0,1002.0,2014-05-01 23:00:00
0.4,7.4,82.0,55.2,28.0,2.6,1002.0,2014-05-02 00:00:00
0.4,6.6,83.3,41.8,28.0,4.8,1002.0,2014-05-02 01:00:00
0.4,5.9,82.4,25.6,23.0,5.1,1002.0,2014-05-02 02:00:00
0.4,5.6,81.9,22.6,22.0,3.2,1002.0,2014-05-02 03:00:00
0.3,4.9,84.4,20.9,17.0,2.5,1002.0,2014-05-02 04:00:00
0.3,,58.4,22.8,20.0,2.5,1002.0,2014-05-02 05:00:00
0.3,,88.4,29.0,21.0,3.0,1002.0,2014-05-02 06:00:00
0.3,3.7,105.5,,9.0,2.0,1002.0,2014-05-02 07:00:00
0.3,4.6,108.8,20.1,6.0,2.8,1002.0,2014-05-02 08:00:00
0.3,5.0,100.9,27.9,13.0,4.6,1002.0,2014-05-02 09:00:00
