CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.8,61.2,91.6,168.5,112.0,11.3,1018.0,2014-05-01 00:00:00
0.7,43.9,101.9,159.2,106.0,9.6,1018.0,2014-05-01 01:00:00
0.7,42.3,79.4,182.1,118.0,9.1,1018.0,2014-05-01 02:00:00
0.7,34.6,70.6,175.0,126.0,7.8,1018.0,2014-05-01 03:00:00
0.8,36.5,56.9,165.9,132.0,7.7,1018.0,2014-05-01 04:00:00
0.8,39.7,42.6,170.5,143.0,7.2,1018.0,2014-05-01 05:00:00
0.8,44.3,31.5,180.2,147.0,7.4,1018.0,2014-05-01 06:00:00
0.9,44.5,16.6,196.9,162.0,6.9,1018.0,2014-05-01 07:00:00
0.9,42.3,22.4,213.9,171.0,9.5,1018.0,2014-05-01 08:00:00
0.9,38.7,34.8,221.1,180.0,15.2,1018.0,2014-05-01 09:00:00
1.0,36.3,50.4,227.3,184.0,21.5,1018.0,2014-05-01 10:00:00
0.9,29.9,83.5,208.7,164.0,29.5,1018.0,2014-05-01 11:00:00
0.8,23.1,120.4,178.3,142.0,26.7,1018.0,2014-05-01 12:00:00
0.8,18.8,145.9,188.2,151.0,25.9,1018.0,2014-05-01 13:00:00
0.9,17.8,160.1,202.9,170.0,27.4,1018.0,2014-05-01 14:00:00
0.8,21.4,169.8,146.7,142.0,24.9,1018.0,2014-05-01 15:00:00
0.8,15.7,199.7,154.5,132.0,23.1,1018.0,2014-05-01 16:00:00
0.9,18.5,205.5,155.6,133.0,22.2,1018.0,2014-05-01 17:00:00
0.8,18.0,201.1,167.8,129.0,18.2,1018.0,2014-05-01 18:00:00
0.8,22.3,173.9,146.6,116.0,16.5,1018.0,2014-05-01 19:00:00
0.5,24.5,76.5,234.1,116.0,6.1,1018.0,2014-05-01 20:00:00
0.5,24.1,63.0,185.4,91.0,4.4,1018.0,2014-05-01 21:00:00
0.4,16.0,72.7,246.5,78.0,2.8,1018.0,2014-05-01 22:00:00
0.4,12.9,74.3,175.3,55.0,2.0,1018.0,2014-05-01 23:00:00
0.4,16.1,62.7,138.2,47.0,2.0,1018.0,2014-05-02 00:00:00
0.4,16.1,60.9,,43.0,2.4,1018.0,2014-05-02 01:00:00
0.3,12.6,66.1,58.3,39.0,3.0,1018.0,2014-05-02 02:00:00
0.3,11.6,66.0,52.3,37.0,2.9,1018.0,2014-05-02 03:00:00
,,,,,,,2014-05-02 04:00:00
,,,,,,,2014-05-02 05:00:00
,,,,,,,2014-05-02 06:00:00
,,,,,,,2014-05-02 07:00:00
0.2,11.3,2.0,,,2.0,1018.0,2014-05-02 08:00:00
0.2,11.9,35.6,,,2.0,1018.0,2014-05-02 09:00:00
0.2,10.7,86.7,,,2.0,1018.0,2014-05-02 10:00:00
0.2,9.6,91.7,,,2.0,1018.0,2014-05-02 11:00:00
0.2,11.2,93.8,,,2.0,1018.0,2014-05-02 12:00:00
0.2,11.1,98.6,,,2.0,1018.0,2014-05-02 13:00:00
0.2,9.3,104.5,,,2.0,1018.0,2014-05-02 14:00:00
0.1,9.2,107.6,,,2.0,1018.0,2014-05-02 15:00:00
0.2,9.3,111.5,,,2.0,1018.0,2014-05-02 16:00:00
0.2,13.3,102.6,,,2.0,1018.0,2014-05-02 17:00:00
0.1,10.9,103.5,,,2.0,1018.0,2014-05-02 18:00:00
0.2,13.1,95.2,,,2.0,1018.0,2014-05-02 19:00:00
0.2,14.6,88.1,,,2.0,1018.0,2014-05-02 20:00:00
0.2,23.8,72.4,,,2.0,1018.0,2014-05-02 21:00:00
0.3,49.4,39.4,,,2.0,1018.0,2014-05-02 22:00:00
0.3,73.1,9.1,,,2.0,1018.0,2014-05-02 23:00:00
0.4,85.5,2.0,,,2.0,1018.0,2014-05-03 00:00:00
0.5,85.4,2.0,,,2.0,1018.0,2014-05-03 01:00:00
0.5,74.7,2.0,,,3.3,1018.0,2014-05-03 02:00:00
0.4,65.2,2.0,,,,1018.0,2014-05-03 03:00:00
,67.9,2.0,87.3,41.0,3.3,1018.0,2014-05-03 04:00:00
0.4,65.9,,83.6,41.0,4.7,1018.0,2014-05-03 05:00:00
0.4,,7.9,84.0,44.0,10.6,1018.0,2014-05-03 06:00:00
0.5,58.8,9.5,98.1,53.0,11.1,1018.0,2014-05-03 07:00:00
0.5,52.7,16.4,101.7,62.0,16.4,1018.0,2014-05-03 08:00:00
0.5,45.9,30.0,106.1,77.0,20.3,1018.0,2014-05-03 09:00:00
0.5,31.5,54.2,107.8,66.0,21.7,1018.0,2014-05-03 10:00:00
0.6,33.0,61.2,121.1,84.0,26.2,1018.0,2014-05-03 11:00:00
0.6,29.9,77.0,113.6,91.0,29.4,1018.0,2014-05-03 12:00:00
0.5,24.8,96.0,91.2,83.0,21.9,1018.0,2014-05-03 13:00:00
0.4,19.2,117.0,133.5,76.0,15.8,1018.0,2014-05-03 14:00:00
0.4,22.5,112.7,194.5,69.0,17.6,1018.0,2014-05-03 15:00:00
0.3,15.3,119.6,161.1,45.0,6.9,1018.0,2014-05-03 16:00:00
0.4,20.0,106.8,87.2,40.0,8.0,1018.0,2014-05-03 17:00:00
0.3,14.4,105.1,98.5,47.0,5.3,1018.0,2014-05-03 18:00:00
0.2,12.1,103.9,240.8,87.0,2.1,1018.0,2014-05-03 19:00:00
0.2,9.6,96.8,505.0,130.0,2.0,1018.0,2014-05-03 20:00:00
0.2,10.3,93.9,490.8,100.0,2.0,1018.0,2014-05-03 21:00:00
0.2,10.8,89.7,282.0,64.0,2.0,1018.0,2014-05-03 22:00:00
0.3,11.0,89.5,133.2,41.0,2.5,1018.0,2014-05-03 23:00:00
0.3,10.5,91.9,133.8,48.0,2.0,1018.0,2014-05-04 00:00:00
0.3,11.1,86.6,101.1,48.0,2.0,1018.0,2014-05-04 01:00:00
0.3,10.8,84.5,83.1,40.0,2.0,1018.0,2014-05-04 02:00:00
0.3,11.7,81.1,59.6,46.0,2.2,1018.0,2014-05-04 03:00:00
0.3,11.6,81.6,,55.0,2.0,1018.0,2014-05-04 04:00:00
0.3,13.4,80.2,40.6,30.0,2.0,1018.0,2014-05-04 05:00:00
0.3,17.8,73.0,47.4,36.0,2.8,1018.0,2014-05-04 06:00:00
0.3,23.6,63.3,48.5,34.0,2.3,1018.0,2014-05-04 07:00:00
0.4,29.0,58.7,45.6,36.0,2.0,1018.0,2014-05-04 08:00:00
0.3,16.6,76.5,,46.0,2.0,1018.0,2014-05-04 09:00:00
0.3,14.0,81.3,51.0,25.0,2.0,1018.0,2014-05-04 10:00:00
0.3,12.2,86.5,63.4,45.0,2.0,1018.0,2014-05-04 11:00:00
0.2,8.1,97.5,186.7,64.0,2.0,1018.0,2014-05-04 12:00:00
0.2,7.1,98.6,161.9,54.0,2.0,1018.0,2014-05-04 13:00:00
0.2,7.1,98.7,74.1,31.0,2.0,1018.0,2014-05-04 14:00:00
0.2,6.9,98.3,122.2,21.0,2.0,1018.0,2014-05-04 15:00:00
0.2,7.4,97.1,72.9,29.0,2.0,1018.0,2014-05-04 16:00:00
0.2,6.7,96.9,50.5,16.0,2.0,1018.0,2014-05-04 17:00:00
0.2,8.7,93.6,43.0,28.0,2.0,1018.0,2014-05-04 18:00:00
0.2,10.4,91.4,48.1,22.0,2.0,1018.0,2014-05-04 19:00:00
0.3,13.3,87.5,43.9,22.0,2.0,1018.0,2014-05-04 20:00:00
0.3,19.6,78.8,44.3,20.0,2.0,1018.0,2014-05-04 21:00:00
0.4,32.3,60.8,50.7,30.0,2.0,1018.0,2014-05-04 22:00:00
0.6,66.3,19.3,75.0,31.0,2.0,1018.0,2014-05-04 23:00:00
0.8,84.2,2.2,112.8,53.0,2.9,1018.0,2014-05-05 00:00:00
1.0,85.6,2.0,115.6,58.0,8.7,1018.0,2014-05-05 01:00:00
1.0,80.8,2.0,101.4,55.0,4.7,1018.0,2014-05-05 02:00:00
0.8,84.3,2.0,108.5,58.0,5.8,1018.0,2014-05-05 03:00:00
0.9,82.3,2.0,114.7,84.0,5.1,1018.0,2014-05-05 04:00:00
0.8,86.2,2.0,102.1,64.0,5.3,1018.0,2014-05-05 05:00:00
0.6,84.1,2.0,88.8,38.0,4.0,1018.0,2014-05-05 06:00:00
0.5,71.1,2.0,79.3,35.0,2.7,1018.0,2014-05-05 07:00:00
0.4,47.7,29.7,52.5,44.0,2.3,1018.0,2014-05-05 08:00:00
0.3,28.9,59.1,,71.0,2.0,1018.0,2014-05-05 09:00:00
0.3,17.2,77.7,,43.0,2.0,1018.0,2014-05-05 10:00:00
0.3,13.5,84.9,,43.0,2.0,1018.0,2014-05-05 11:00:00
0.3,13.0,90.8,22.9,22.0,2.0,1018.0,2014-05-05 12:00:00
0.3,11.6,98.0,,,2.0,1018.0,2014-05-05 13:00:00
,,,,,,,2014-05-05 14:00:00
,,,,,,,2014-05-05 15:00:00
,,,,,,,2014-05-05 16:00:00
,,,,,,,2014-05-05 17:00:00
,,,,,,,2014-05-05 18:00:00
,,,,,,,2014-05-05 19:00:00
,,,,,,,2014-05-05 20:00:00
,,,,,,,2014-05-05 21:00:00
,,,,,,,2014-05-05 22:00:00
,,,,,,,2014-05-05 23:00:00
,,,,,,,2014-05-06 00:00:00
,,,,,,,2014-05-06 01:00:00
,,,,,,,2014-05-06 02:00:00
,,,,,,,2014-05-06 03:00:00
,,,,,,,2014-05-06 04:00:00
,,,,,,,2014-05-06 05:00:00
,,,,,,,2014-05-06 06:00:00
,,,,,,,2014-05-06 07:00:00
,,,,,,,2014-05-06 08:00:00
,,,,,,,2014-05-06 09:00:00
,,,,,,,2014-05-06 10:00:00
,,,,,,,2014-05-06 11:00:00
,,,,,,,2014-05-06 12:00:00
,,,,,,,2014-05-06 13:00:00
,,,,,,,2014-05-06 14:00:00
,,,,,,,2014-05-06 15:00:00
,,,,,,,2014-05-06 16:00:00
,,,,,,,2014-05-06 17:00:00
,,,,,,,2014-05-06 18:00:00
,,,,,,,2014-05-06 19:00:00
,,,,,,,2014-05-06 20:00:00
,,,,,,,2014-05-06 21:00:00
,,,,,,,2014-05-06 22:00:00
,,,,,,,2014-05-06 23:00:00
,,,,,,,2014-05-07 00:00:00
,,,,,,,2014-05-07 01:00:00
,,,,,,,2014-05-07 02:00:00
,,,,,,,2014-05-07 03:00:00
,,,,,,,2014-05-07 04:00:00
,,,,,,,2014-05-07 05:00:00
,,,,,,,2014-05-07 06:00:00
,,,,,,,2014-05-07 07:00:00
,,,,,,,2014-05-07 08:00:00
,,,,,,,2014-05-07 09:00:00
,,,,,,,2014-05-07 10:00:00
,,,,,,,2014-05-07 11:00:00
,,,,,,,2014-05-07 12:00:00
,,,,,,,2014-05-07 13:00:00
,,,,,,,2014-05-07 14:00:00
,,,,,,,2014-05-07 15:00:00
,,,,,,,2014-05-07 16:00:00
,,,,,,,2014-05-07 17:00:00
,,,,,,,2014-05-07 18:00:00
,,,,,,,2014-05-07 19:00:00
,,,,,,,2014-05-07 20:00:00
,,,,,,,2014-05-07 21:00:00
,,,,,,,2014-05-07 22:00:00
,,,,,,,2014-05-07 23:00:00
,,,,,,,2014-05-08 00:00:00
,,,,,,,2014-05-08 01:00:00
,,,,,,,2014-05-08 02:00:00
,,,,,,,2014-05-08 03:00:00
,,,,,,,2014-05-08 04:00:00
