CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.4,18.9,176.8,135.4,74.0,12.3,1033.0,2014-05-01 00:00:00
0.5,35.8,133.5,172.8,84.0,12.9,1033.0,2014-05-01 01:00:00
0.6,49.9,88.8,214.1,100.0,13.1,1033.0,2014-05-01 02:00:00
0.8,33.7,112.8,213.7,103.0,20.8,1033.0,2014-05-01 03:00:00
0.9,30.8,121.6,208.8,108.0,24.0,1033.0,2014-05-01 04:00:00
0.8,29.8,120.3,206.1,115.0,23.0,1033.0,2014-05-01 05:00:00
0.8,29.8,121.2,205.6,122.0,22.1,1033.0,2014-05-01 06:00:00
0.9,30.0,108.5,195.0,128.0,20.4,1033.0,2014-05-01 07:00:00
1.1,31.2,96.1,193.7,142.0,24.5,1033.0,2014-05-01 08:00:00
1.0,29.0,115.8,199.1,139.0,35.2,1033.0,2014-05-01 09:00:00
1.0,27.3,135.9,194.5,135.0,34.7,1033.0,2014-05-01 10:00:00
1.0,28.1,150.0,190.6,131.0,35.4,1033.0,2014-05-01 11:00:00
1.0,27.3,169.0,204.1,135.0,29.3,1033.0,2014-05-01 12:00:00
0.9,25.6,189.8,197.2,132.0,26.7,1033.0,2014-05-01 13:00:00
0.9,24.0,208.0,179.4,131.0,23.4,1033.0,2014-05-01 14:00:00
0.8,20.5,226.1,172.6,124.0,21.1,1033.0,2014-05-01 15:00:00
0.9,20.3,243.5,179.5,123.0,24.9,1033.0,2014-05-01 16:00:00
0.9,19.6,251.9,166.5,105.0,25.1,1033.0,2014-05-01 17:00:00
0.9,21.2,251.2,170.5,106.0,26.4,1033.0,2014-05-01 18:00:00
0.6,20.7,218.6,196.6,99.0,20.7,1033.0,2014-05-01 19:00:00
0.5,22.1,129.3,217.3,77.0,8.3,1033.0,2014-05-01 20:00:00
0.5,25.4,110.1,143.3,74.0,4.1,1033.0,2014-05-01 21:00:00
0.5,23.1,95.3,99.4,68.0,2.0,1033.0,2014-05-01 22:00:00
0.4,19.9,83.1,83.8,49.0,2.2,1033.0,2014-05-01 23:00:00
0.4,17.8,79.1,82.2,54.0,3.6,1033.0,2014-05-02 00:00:00
