CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
1.0,29.8,151.5,151.1,117.0,20.3,1029.0,2014-05-01 00:00:00
1.0,59.1,100.3,146.3,109.0,18.4,1029.0,2014-05-01 01:00:00
0.9,36.4,121.1,134.7,105.0,15.3,1029.0,2014-05-01 02:00:00
0.9,27.1,118.8,134.0,105.0,16.1,1029.0,2014-05-01 03:00:00
0.9,23.7,117.5,128.8,104.0,14.4,1029.0,2014-05-01 04:00:00
0.9,23.1,111.2,120.7,106.0,13.9,1029.0,2014-05-01 05:00:00
0.9,,101.3,114.2,104.0,11.9,1029.0,2014-05-01 06:00:00
0.9,32.7,97.2,124.0,109.0,11.8,1029.0,2014-05-01 07:00:00
1.0,36.9,79.1,137.1,107.0,11.9,1029.0,2014-05-01 08:00:00
1.1,53.1,68.1,168.6,118.0,14.5,1029.0,2014-05-01 09:00:00
1.1,43.5,87.9,203.1,138.0,18.0,1029.0,2014-05-01 10:00:00
1.0,31.3,121.6,194.4,146.0,19.5,1029.0,2014-05-01 11:00:00
1.1,26.7,151.5,183.7,156.0,22.7,1029.0,2014-05-01 12:00:00
1.1,28.3,169.1,171.8,162.0,22.3,1029.0,2014-05-01 13:00:00
1.1,32.2,182.6,203.1,171.0,22.9,1029.0,2014-05-01 14:00:00
1.3,41.0,195.7,229.8,192.0,23.7,1029.0,2014-05-01 15:00:00
1.5,33.3,191.4,267.3,206.0,30.1,1029.0,2014-05-01 16:00:00
1.7,25.1,197.7,204.2,190.0,38.8,1029.0,2014-05-01 17:00:00
0.8,16.1,125.4,,64.0,9.8,1029.0,2014-05-01 18:00:00
0.6,12.7,97.8,44.0,41.0,9.6,1029.0,2014-05-01 19:00:00
0.5,8.9,97.6,166.9,68.0,8.8,1029.0,2014-05-01 20:00:00
0.5,8.2,93.8,184.8,54.0,6.2,1029.0,2014-05-01 21:00:00
0.7,16.1,66.4,88.6,46.0,8.5,1029.0,2014-05-01 22:00:00
0.6,14.8,65.0,,33.0,11.2,1029.0,2014-05-01 23:00:00
0.5,9.8,72.8,,31.0,8.0,1029.0,2014-05-02 00:00:00
0.4,5.7,86.9,,27.0,4.5,1029.0,2014-05-02 01:00:00
0.4,8.4,74.4,36.1,35.0,5.4,1029.0,2014-05-02 02:00:00
0.4,4.6,88.5,,25.0,4.3,1029.0,2014-05-02 03:00:00
0.4,3.6,94.9,,6.0,3.0,1029.0,2014-05-02 04:00:00
0.4,3.9,97.6,,11.0,2.9,1029.0,2014-05-02 05:00:00
0.3,3.1,110.5,,4.0,3.0,1029.0,2014-05-02 06:00:00
0.3,3.4,114.4,,3.0,3.2,1029.0,2014-05-02 07:00:00
0.3,5.6,102.1,,3.0,3.2,1029.0,2014-05-02 08:00:00
0.3,7.2,95.8,,25.0,3.1,1029.0,2014-05-02 09:00:00
0.4,9.7,92.2,,12.0,5.4,1029.0,2014-05-02 10:00:00
0.4,8.4,97.7,,10.0,6.3,1029.0,2014-05-02 11:00:00
0.3,7.5,104.4,,23.0,4.6,1029.0,2014-05-02 12:00:00
0.3,7.0,105.0,,21.0,5.6,1029.0,2014-05-02 13:00:00
0.3,4.7,107.6,,9.0,4.7,1029.0,2014-05-02 14:00:00
0.3,5.3,103.4,,3.0,3.3,1029.0,2014-05-02 15:00:00
0.3,7.7,101.3,,6.0,5.5,1029.0,2014-05-02 16:00:00
0.3,6.1,105.9,,13.0,5.4,1029.0,2014-05-02 17:00:00
0.3,6.4,102.7,90.3,6.0,4.0,1029.0,2014-05-02 18:00:00
0.4,7.6,95.0,53.7,5.0,4.4,1029.0,2014-05-02 19:00:00
0.4,9.0,95.4,22.1,17.0,4.5,1029.0,2014-05-02 20:00:00
0.4,9.4,96.2,9.9,8.0,6.4,1029.0,2014-05-02 21:00:00
0.4,11.2,90.5,27.0,16.0,10.3,1029.0,2014-05-02 22:00:00
0.4,8.7,96.4,6.6,5.0,9.5,1029.0,2014-05-02 23:00:00
0.4,12.7,86.7,19.6,4.0,8.6,1029.0,2014-05-03 00:00:00
0.4,17.7,73.1,17.7,14.0,8.3,1029.0,2014-05-03 01:00:00
0.5,37.6,37.6,33.0,21.0,6.8,1029.0,2014-05-03 02:00:00
0.4,35.5,33.5,13.2,9.0,6.7,1029.0,2014-05-03 03:00:00
0.4,31.0,26.7,18.8,16.0,6.0,1029.0,2014-05-03 04:00:00
0.4,28.6,23.4,12.5,7.0,5.0,1029.0,2014-05-03 05:00:00
0.4,45.4,5.6,,11.0,4.5,1029.0,2014-05-03 06:00:00
0.5,45.9,2.0,36.3,13.0,4.8,1029.0,2014-05-03 07:00:00
0.6,46.4,2.0,78.5,22.0,6.0,1029.0,2014-05-03 08:00:00
0.6,45.4,18.8,40.9,23.0,10.2,1029.0,2014-05-03 09:00:00
0.6,37.3,42.7,45.4,31.0,12.9,1029.0,2014-05-03 10:00:00
0.6,47.5,40.1,63.9,30.0,13.2,1029.0,2014-05-03 11:00:00
0.5,27.2,78.5,17.9,14.0,9.1,1029.0,2014-05-03 12:00:00
0.5,32.9,70.9,48.8,34.0,9.1,1029.0,2014-05-03 13:00:00
0.5,39.9,75.9,78.4,30.0,9.8,1029.0,2014-05-03 14:00:00
0.4,16.6,101.3,74.4,37.0,10.2,1029.0,2014-05-03 15:00:00
0.4,7.1,110.1,56.2,28.0,8.5,1029.0,2014-05-03 16:00:00
0.3,4.5,116.3,117.5,25.0,4.8,1029.0,2014-05-03 17:00:00
0.3,4.3,105.7,343.4,40.0,3.5,1029.0,2014-05-03 18:00:00
0.3,4.6,104.8,313.9,39.0,3.3,1029.0,2014-05-03 19:00:00
