CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
1.0,108.6,55.3,114.1,90.0,20.4,1011.0,2014-05-01 00:00:00
1.0,102.5,46.9,126.3,96.0,18.7,1011.0,2014-05-01 01:00:00
1.0,110.6,36.4,131.3,102.0,16.3,1011.0,2014-05-01 02:00:00
0.9,84.1,51.7,127.8,109.0,,1011.0,2014-05-01 03:00:00
,64.1,61.2,110.7,104.0,11.3,1011.0,2014-05-01 04:00:00
0.8,67.9,,124.4,106.0,10.6,1011.0,2014-05-01 05:00:00
0.8,,24.5,116.4,115.0,9.1,1011.0,2014-05-01 06:00:00
1.0,101.9,5.2,148.7,139.0,8.0,1011.0,2014-05-01 07:00:00
1.4,133.0,2.0,159.8,151.0,11.5,1011.0,2014-05-01 08:00:00
1.5,150.3,2.0,163.0,146.0,14.1,1011.0,2014-05-01 09:00:00
1.6,162.2,2.0,180.3,159.0,17.2,1011.0,2014-05-01 10:00:00
1.4,148.9,17.1,174.0,162.0,22.2,1011.0,2014-05-01 11:00:00
1.4,131.3,37.6,,314.0,31.6,1011.0,2014-05-01 12:00:00
1.2,107.2,71.1,,184.0,41.2,1011.0,2014-05-01 13:00:00
1.2,97.2,82.9,,164.0,44.6,1011.0,2014-05-01 14:00:00
1.2,102.8,91.4,,165.0,48.6,1011.0,2014-05-01 15:00:00
1.4,111.1,87.9,,143.0,49.4,1011.0,2014-05-01 16:00:00
1.4,116.9,89.7,,170.0,45.0,1011.0,2014-05-01 17:00:00
1.2,115.3,95.9,,154.0,41.6,1011.0,2014-05-01 18:00:00
1.1,119.7,46.8,,205.0,30.8,1011.0,2014-05-01 19:00:00
0.8,92.3,20.6,,98.0,13.3,1011.0,2014-05-01 20:00:00
0.7,82.0,19.6,,224.0,9.3,1011.0,2014-05-01 21:00:00
0.5,66.9,35.4,,92.0,8.3,1011.0,2014-05-01 22:00:00
0.4,54.4,43.2,,61.0,5.7,1011.0,2014-05-01 23:00:00
0.4,50.1,42.5,,58.0,4.1,1011.0,2014-05-02 00:00:00
0.4,38.6,49.6,,55.0,5.4,1011.0,2014-05-02 01:00:00
0.3,39.6,47.9,,47.0,5.7,1011.0,2014-05-02 02:00:00
0.3,36.0,51.7,,42.0,5.2,1011.0,2014-05-02 03:00:00
0.3,32.5,53.4,,32.0,4.2,1011.0,2014-05-02 04:00:00
0.3,33.0,53.9,,32.0,4.2,1011.0,2014-05-02 05:00:00
0.2,27.7,60.9,,35.0,3.9,1011.0,2014-05-02 06:00:00
0.2,33.0,64.6,,89.0,3.6,1011.0,2014-05-02 07:00:00
0.2,44.5,66.7,,27.0,2.3,1011.0,2014-05-02 08:00:00
0.2,59.3,54.8,,38.0,5.1,1011.0,2014-05-02 09:00:00
0.3,69.2,46.2,,55.0,4.8,1011.0,2014-05-02 10:00:00
0.4,69.2,48.9,,102.0,3.6,1011.0,2014-05-02 11:00:00
0.4,73.0,51.6,,66.0,4.1,1011.0,2014-05-02 12:00:00
0.3,69.9,56.1,,58.0,2.5,1011.0,2014-05-02 13:00:00
0.3,77.4,54.4,,65.0,3.3,1011.0,2014-05-02 14:00:00
0.4,80.8,55.6,,65.0,4.6,1011.0,2014-05-02 15:00:00
0.4,91.3,51.3,,43.0,5.1,1011.0,2014-05-02 16:00:00
0.3,74.8,58.9,,45.0,2.2,1011.0,2014-05-02 17:00:00
0.3,81.7,53.8,,51.0,3.0,1011.0,2014-05-02 18:00:00
,,,,,,,2014-05-02 19:00:00
,,,,,,,2014-05-02 20:00:00
,,,,,,,2014-05-02 21:00:00
,,,,,,,2014-05-02 22:00:00
