CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.9,95.4,63.7,166.3,95.0,13.4,1023.0,2014-05-01 00:00:00
1.2,104.0,25.0,191.0,116.0,11.0,1023.0,2014-05-01 01:00:00
0.7,58.0,30.0,198.0,118.0,11.0,1023.0,2014-05-01 02:00:00
,57.0,29.0,197.0,120.0,5.0,1023.0,2014-05-01 03:00:00
0.7,84.0,8.0,195.0,126.0,4.0,1023.0,2014-05-01 04:00:00
0.4,,12.0,181.0,136.0,3.0,1023.0,2014-05-01 05:00:00
1.0,81.0,14.0,193.0,136.0,7.0,1023.0,2014-05-01 06:00:00
1.2,78.0,20.0,218.0,152.0,14.0,1023.0,2014-05-01 07:00:00
1.3,76.0,34.0,280.0,170.0,26.0,1023.0,2014-05-01 08:00:00
1.3,59.0,65.0,302.0,188.0,31.0,1023.0,2014-05-01 09:00:00
1.2,46.0,100.0,263.0,190.0,31.0,1023.0,2014-05-01 10:00:00
1.1,45.0,127.0,245.0,184.0,31.0,1023.0,2014-05-01 11:00:00
1.0,35.0,163.0,202.0,165.0,31.0,1023.0,2014-05-01 12:00:00
1.0,28.0,194.0,225.0,153.0,26.0,1023.0,2014-05-01 13:00:00
1.0,23.0,216.0,165.0,152.0,26.0,1023.0,2014-05-01 14:00:00
0.9,22.0,228.0,,138.0,26.0,1023.0,2014-05-01 15:00:00
0.9,20.0,232.0,152.0,123.0,24.0,1023.0,2014-05-01 16:00:00
1.0,27.0,216.0,127.0,119.0,23.0,1023.0,2014-05-01 17:00:00
0.7,31.0,91.0,243.0,88.0,10.0,1023.0,2014-05-01 18:00:00
0.7,43.0,56.0,195.0,72.0,6.0,1023.0,2014-05-01 19:00:00
0.8,51.0,42.0,,74.0,5.0,1023.0,2014-05-01 20:00:00
0.5,24.0,65.0,,62.0,4.0,1023.0,2014-05-01 21:00:00
0.4,13.0,74.0,108.0,48.0,2.0,1023.0,2014-05-01 22:00:00
0.3,12.0,74.0,97.0,40.0,2.0,1023.0,2014-05-01 23:00:00
0.3,12.0,73.0,74.0,40.0,2.0,1023.0,2014-05-02 00:00:00
0.3,8.0,73.0,,35.0,2.0,1023.0,2014-05-02 01:00:00
0.2,8.0,74.0,,30.0,2.0,1023.0,2014-05-02 02:00:00
0.2,9.0,75.0,,23.0,2.0,1023.0,2014-05-02 03:00:00
0.2,8.0,77.0,,22.0,2.0,1023.0,2014-05-02 04:00:00
0.2,8.1,77.1,,21.0,2.0,1023.0,2014-05-02 05:00:00
0.2,11.0,83.0,,19.0,2.0,1023.0,2014-05-02 06:00:00
0.2,14.0,87.0,20.0,13.0,2.0,1023.0,2014-05-02 07:00:00
0.2,15.0,83.0,18.0,14.0,2.0,1023.0,2014-05-02 08:00:00
0.2,13.0,79.0,30.0,25.0,2.0,1023.0,2014-05-02 09:00:00
0.2,10.0,85.0,28.0,22.0,2.0,1023.0,2014-05-02 10:00:00
0.2,9.0,94.0,34.0,24.0,2.0,1023.0,2014-05-02 11:00:00
0.2,9.1,94.0,,23.0,2.0,1023.0,2014-05-02 12:00:00
0.2,8.8,100.6,,16.0,2.0,1023.0,2014-05-02 13:00:00
0.3,12.0,107.0,36.0,20.0,2.0,1023.0,2014-05-02 14:00:00
0.3,11.8,106.9,,19.0,2.0,1023.0,2014-05-02 15:00:00
0.4,12.6,106.9,,22.0,2.0,1023.0,2014-05-02 16:00:00
0.2,16.0,93.0,106.0,15.0,2.0,1023.0,2014-05-02 17:00:00
0.2,16.0,89.0,157.0,18.0,2.0,1023.0,2014-05-02 18:00:00
0.2,23.0,81.0,63.0,11.0,2.0,1023.0,2014-05-02 19:00:00
0.2,19.0,84.0,39.0,10.0,2.0,1023.0,2014-05-02 20:00:00
0.3,34.0,61.0,51.0,14.0,2.0,1023.0,2014-05-02 21:00:00
0.3,75.0,23.0,27.0,13.0,3.0,1023.0,2014-05-02 22:00:00
0.4,102.0,2.0,48.0,16.0,5.0,1023.0,2014-05-02 23:00:00
0.4,98.0,2.0,63.0,17.0,4.0,1023.0,2014-05-03 00:00:00
0.5,90.0,2.0,104.0,24.0,3.0,1023.0,2014-05-03 01:00:00
0.4,65.0,8.0,40.0,22.0,2.0,1023.0,2014-05-03 02:00:00
0.5,69.0,2.0,70.0,39.0,2.0,1023.0,2014-05-03 03:00:00
0.5,63.0,2.0,43.0,32.0,2.0,1023.0,2014-05-03 04:00:00
0.4,59.0,2.0,59.0,27.0,2.0,1023.0,2014-05-03 05:00:00
0.4,58.0,2.0,46.0,22.0,2.0,1023.0,2014-05-03 06:00:00
0.4,52.0,3.0,58.0,23.0,3.0,1023.0,2014-05-03 07:00:00
0.5,52.0,8.0,66.0,34.0,10.0,1023.0,2014-05-03 08:00:00
0.7,65.0,17.0,109.0,58.0,19.0,1023.0,2014-05-03 09:00:00
0.7,72.0,34.0,123.0,95.0,20.0,1023.0,2014-05-03 10:00:00
0.6,50.0,70.0,96.0,69.0,21.0,1023.0,2014-05-03 11:00:00
0.6,35.0,100.0,65.0,64.0,22.0,1023.0,2014-05-03 12:00:00
0.6,35.4,100.1,64.9,64.0,21.5,1023.0,2014-05-03 13:00:00
0.5,25.2,114.4,49.1,46.0,16.0,1023.0,2014-05-03 14:00:00
0.4,35.0,84.0,112.0,40.0,8.0,1023.0,2014-05-03 15:00:00
0.4,35.1,84.0,111.5,40.0,8.2,1023.0,2014-05-03 16:00:00
0.3,18.0,93.0,115.0,33.0,3.0,1023.0,2014-05-03 17:00:00
0.2,16.0,86.0,205.0,39.0,2.0,1023.0,2014-05-03 18:00:00
0.2,13.0,82.0,314.0,48.0,2.0,1023.0,2014-05-03 19:00:00
0.2,13.0,77.0,233.0,31.0,2.0,1023.0,2014-05-03 20:00:00
0.2,14.0,74.0,126.0,25.0,2.0,1023.0,2014-05-03 21:00:00
0.2,10.0,82.0,101.0,24.0,2.0,1023.0,2014-05-03 22:00:00
0.2,9.0,79.0,163.0,27.0,2.0,1023.0,2014-05-03 23:00:00
0.1,8.0,78.0,91.0,22.0,2.0,1023.0,2014-05-04 00:00:00
0.6,9.0,75.0,25.0,23.0,2.0,1023.0,2014-05-04 01:00:00
0.1,8.0,69.0,28.0,19.0,2.0,1023.0,2014-05-04 02:00:00
,9.0,72.0,,24.0,2.0,1023.0,2014-05-04 03:00:00
0.2,9.0,77.0,,28.0,2.0,1023.0,2014-05-04 04:00:00
0.2,,55.0,50.0,32.0,2.0,1023.0,2014-05-04 05:00:00
0.3,24.0,56.0,56.0,37.0,4.0,1023.0,2014-05-04 06:00:00
0.4,29.0,52.0,48.0,37.0,7.0,1023.0,2014-05-04 07:00:00
0.4,27.0,58.0,49.0,36.0,4.0,1023.0,2014-05-04 08:00:00
0.3,12.0,76.0,,26.0,2.0,1023.0,2014-05-04 09:00:00
0.2,8.0,82.0,87.0,24.0,2.0,1023.0,2014-05-04 10:00:00
0.2,7.0,81.0,65.0,18.0,2.0,1023.0,2014-05-04 11:00:00
0.2,6.0,86.0,81.0,21.0,2.0,1023.0,2014-05-04 12:00:00
0.2,5.0,87.0,139.0,20.0,2.0,1023.0,2014-05-04 13:00:00
0.2,5.0,86.0,149.0,18.0,2.0,1023.0,2014-05-04 14:00:00
0.2,6.0,83.0,109.0,9.0,2.0,1023.0,2014-05-04 15:00:00
0.2,5.0,83.0,66.0,10.0,2.0,1023.0,2014-05-04 16:00:00
0.2,6.0,82.0,47.0,10.0,2.0,1023.0,2014-05-04 17:00:00
0.2,7.0,82.0,35.0,10.0,2.0,1023.0,2014-05-04 18:00:00
0.2,12.0,77.0,40.0,10.0,2.0,1023.0,2014-05-04 19:00:00
0.3,22.0,67.0,52.0,15.0,2.0,1023.0,2014-05-04 20:00:00
0.3,21.0,66.0,51.0,19.0,2.0,1023.0,2014-05-04 21:00:00
0.4,33.0,50.0,43.0,23.0,2.0,1023.0,2014-05-04 22:00:00
0.5,69.0,12.0,51.0,23.0,2.0,1023.0,2014-05-04 23:00:00
0.6,81.0,2.0,114.0,26.0,3.0,1023.0,2014-05-05 00:00:00
0.4,56.0,17.0,,28.0,2.0,1023.0,2014-05-05 01:00:00
0.3,17.0,57.0,28.0,20.0,2.0,1023.0,2014-05-05 02:00:00
0.3,38.0,31.0,62.0,17.0,2.0,1023.0,2014-05-05 03:00:00
0.3,29.0,39.0,50.0,17.0,4.0,1023.0,2014-05-05 04:00:00
0.2,19.0,52.0,37.0,10.0,2.0,1023.0,2014-05-05 05:00:00
0.3,20.0,52.0,43.0,10.0,2.0,1023.0,2014-05-05 06:00:00
0.4,46.0,22.0,68.0,18.0,4.0,1023.0,2014-05-05 07:00:00
